% Gyrometer data recorded with 'snsrlog'
% 
% 
% Label description:
% 	 0: Default Label
% 	 1: still_drop
% 	 2: walk_drop
% 	 3: other
% 	 4: dtw_same
% 	 5: dtw_diff
% 	 6: delete
% 
% Column description:
% 	 1: Seconds.milliseconds since 1970
% 	 2: Number of skipped measurements
% 	 3: Gyro X
% 	 4: Gyro Y
% 	 5: Gyro Z
% 	 6: Roll of the device
% 	 7: Pitch of the device
% 	 8: Yaw of the device
% 	 9: Quaternion X
% 	 10: Quaternion Y
% 	 11: Quaternion Z
% 	 12: Quaternion W
% 	 13: Label used for the current sample
% 
% 
1462095852.904	 0	 0.383821	 0.681011	 -0.816144	 0.172010	 0.319508	 -0.281712	 0.168824	 0.061715	 -0.124561	 0.975794	 2
1462095852.924	 1	 0.310120	 0.607292	 -0.744782	 0.189969	 0.323528	 -0.299293	 0.172497	 0.068653	 -0.131374	 0.973793	 2
1462095852.934	 1	 0.257457	 0.651942	 -0.622411	 0.198673	 0.324904	 -0.306615	 0.173999	 0.072143	 -0.134102	 0.972901	 2
1462095852.944	 1	 0.232729	 0.745361	 -0.510487	 0.207820	 0.326140	 -0.312668	 0.175439	 0.075958	 -0.136170	 0.972065	 2
1462095852.954	 1	 0.252875	 0.854562	 -0.404136	 0.217686	 0.327618	 -0.317654	 0.177023	 0.080185	 -0.137627	 0.971232	 2
1462095852.964	 1	 0.344455	 0.934961	 -0.280557	 0.228165	 0.330012	 -0.321623	 0.179065	 0.084710	 -0.138461	 0.970355	 2
1462095852.974	 1	 0.496856	 0.997243	 -0.137426	 0.238917	 0.334056	 -0.324534	 0.181885	 0.089305	 -0.138619	 0.969395	 2
1462095852.984	 1	 0.651667	 1.121179	 0.001994	 0.250369	 0.339944	 -0.326448	 0.185598	 0.094150	 -0.138066	 0.968311	 2
1462095852.994	 1	 0.778863	 1.287615	 0.123932	 0.263186	 0.347430	 -0.327499	 0.190124	 0.099577	 -0.136801	 0.967069	 2
1462095853.004	 1	 0.866466	 1.438151	 0.237541	 0.277274	 0.356161	 -0.327758	 0.195280	 0.105563	 -0.134874	 0.965677	 2
1462095853.014	 1	 0.897422	 1.595023	 0.321861	 0.292645	 0.365584	 -0.327317	 0.200790	 0.112156	 -0.132354	 0.964151	 2
1462095853.024	 1	 0.843049	 1.813388	 0.344616	 0.309924	 0.374835	 -0.326554	 0.206291	 0.119699	 -0.129417	 0.962480	 2
1462095853.034	 1	 0.732879	 2.026090	 0.297463	 0.329418	 0.383038	 -0.325899	 0.211400	 0.128372	 -0.126310	 0.960664	 2
1462095853.044	 1	 0.652231	 2.253871	 0.141486	 0.351557	 0.389971	 -0.326394	 0.216106	 0.138287	 -0.123506	 0.958604	 2
1462095853.054	 1	 0.637201	 2.489960	 -0.162060	 0.377102	 0.395638	 -0.329615	 0.220584	 0.149618	 -0.121674	 0.956113	 2
1462095853.064	 1	 0.709353	 2.574579	 -0.637230	 0.405906	 0.400030	 -0.337544	 0.225023	 0.162049	 -0.121766	 0.953036	 2
1462095853.074	 1	 0.807333	 2.711188	 -1.119603	 0.437692	 0.403052	 -0.351013	 0.229529	 0.175325	 -0.124204	 0.949290	 2
1462095853.084	 1	 0.874609	 3.192803	 -1.413055	 0.475105	 0.404836	 -0.368324	 0.234302	 0.190841	 -0.127837	 0.944637	 2
1462095853.094	 1	 0.868152	 3.553190	 -1.586561	 0.517531	 0.405172	 -0.387646	 0.239141	 0.208497	 -0.131870	 0.939122	 2
1462095853.104	 1	 0.773910	 3.611916	 -1.739730	 0.561691	 0.403315	 -0.408014	 0.243470	 0.226932	 -0.136349	 0.933077	 2
1462095853.114	 1	 0.556075	 3.456420	 -1.856514	 0.604652	 0.398400	 -0.428298	 0.246619	 0.245041	 -0.141293	 0.926915	 2
1462095853.124	 1	 0.242348	 3.335226	 -1.975341	 0.645541	 0.389669	 -0.447393	 0.248066	 0.262710	 -0.146519	 0.920858	 2
1462095853.134	 1	 -0.026437	 3.319569	 -2.189497	 0.685588	 0.376773	 -0.465672	 0.247802	 0.280567	 -0.152221	 0.914716	 2
1462095853.144	 1	 -0.154968	 3.422431	 -2.430414	 0.726036	 0.360400	 -0.484080	 0.246395	 0.299006	 -0.158648	 0.908139	 2
1462095853.154	 1	 -0.119365	 3.733050	 -2.702800	 0.769203	 0.341501	 -0.503613	 0.244662	 0.318830	 -0.165852	 0.900545	 2
1462095853.164	 1	 0.066974	 4.085890	 -2.959054	 0.816244	 0.320924	 -0.525231	 0.243334	 0.340283	 -0.173986	 0.891473	 2
1462095853.174	 1	 0.376279	 4.414554	 -3.126013	 0.866816	 0.299816	 -0.549149	 0.243053	 0.362951	 -0.182937	 0.880753	 2
1462095853.184	 1	 0.717920	 4.741598	 -3.210140	 0.920817	 0.278912	 -0.575194	 0.244221	 0.386606	 -0.192421	 0.868255	 2
1462095853.194	 1	 0.907403	 5.144823	 -3.306173	 0.978401	 0.257351	 -0.602349	 0.246417	 0.411458	 -0.202098	 0.853895	 2
1462095853.204	 1	 0.840577	 5.541018	 -3.406349	 1.039285	 0.233372	 -0.628541	 0.248561	 0.437800	 -0.211513	 0.837742	 2
1462095853.214	 1	 0.650246	 5.698897	 -3.419209	 1.101099	 0.206716	 -0.651657	 0.249867	 0.464840	 -0.220204	 0.820366	 2
1462095853.224	 1	 0.474173	 5.642488	 -3.348927	 1.161461	 0.178436	 -0.671003	 0.250255	 0.491459	 -0.228015	 0.802402	 2
1462095853.234	 1	 0.392820	 5.535772	 -3.284200	 1.219627	 0.149341	 -0.687211	 0.249981	 0.517133	 -0.235165	 0.784080	 2
1462095853.244	 1	 0.431373	 5.324123	 -3.267321	 1.275499	 0.119647	 -0.701648	 0.249362	 0.541615	 -0.242196	 0.765384	 2
1462095853.254	 1	 0.555008	 5.073734	 -3.278188	 1.328153	 0.089500	 -0.715431	 0.248582	 0.564405	 -0.249624	 0.746553	 2
1462095853.264	 1	 0.709384	 4.871384	 -3.398649	 1.378431	 0.058128	 -0.729271	 0.247635	 0.585873	 -0.257830	 0.727291	 2
1462095853.274	 1	 0.774432	 4.586734	 -3.610754	 1.425645	 0.024393	 -0.742805	 0.245921	 0.605989	 -0.267105	 0.707781	 2
1462095853.284	 1	 0.624502	 4.245957	 -3.875863	 1.469008	 -0.012533	 -0.754201	 0.242464	 0.624827	 -0.277184	 0.688456	 2
1462095853.294	 1	 0.254512	 3.875895	 -4.161709	 1.508530	 -0.053002	 -0.761108	 0.236322	 0.642715	 -0.287444	 0.669661	 2
1462095853.304	 1	 -0.198048	 3.353504	 -4.366190	 1.543411	 -0.096210	 -0.762167	 0.227074	 0.659401	 -0.297388	 0.652065	 2
1462095853.314	 1	 -0.531788	 2.749176	 -4.381697	 1.572901	 -0.140158	 -0.758067	 0.215328	 0.674296	 -0.306776	 0.636276	 2
1462095853.324	 1	 -0.626396	 2.303363	 -4.295497	 1.597989	 -0.183216	 -0.751142	 0.202416	 0.687310	 -0.315737	 0.622048	 2
1462095853.334	 1	 -0.418916	 2.069644	 -4.173719	 1.620476	 -0.225075	 -0.744497	 0.189714	 0.698722	 -0.324913	 0.608463	 2
1462095853.344	 1	 0.059749	 2.017614	 -3.968416	 1.641464	 -0.265192	 -0.741224	 0.178660	 0.708626	 -0.334891	 0.594792	 2
1462095853.354	 1	 0.714945	 2.009115	 -3.702430	 1.660953	 -0.303252	 -0.743721	 0.170246	 0.716924	 -0.346164	 0.580695	 2
1462095853.364	 1	 1.284600	 1.681223	 -3.367266	 1.676104	 -0.338739	 -0.752316	 0.164290	 0.722896	 -0.358746	 0.567213	 2
1462095853.374	 1	 1.496168	 1.339607	 -3.162331	 1.686140	 -0.372215	 -0.764119	 0.159376	 0.726776	 -0.371917	 0.555044	 2
1462095853.384	 1	 1.315621	 1.151026	 -2.986664	 1.693886	 -0.403968	 -0.775039	 0.154374	 0.729806	 -0.384348	 0.543901	 2
1462095853.394	 1	 0.920979	 1.005988	 -2.759701	 1.701439	 -0.433217	 -0.782285	 0.148883	 0.732770	 -0.394898	 0.533795	 2
1462095853.414	 2	 0.077377	 0.615207	 -2.427738	 1.716234	 -0.484442	 -0.782863	 0.135257	 0.738803	 -0.409929	 0.517527	 2
1462095853.424	 2	 -0.190544	 0.481958	 -2.283833	 1.723937	 -0.507194	 -0.777357	 0.127349	 0.741924	 -0.415045	 0.510948	 2
1462095853.444	 3	 -0.101257	 0.050989	 -2.129822	 1.734040	 -0.549477	 -0.765827	 0.111328	 0.746260	 -0.424563	 0.500448	 2
1462095853.454	 3	 -0.004822	 -0.042436	 -1.920510	 1.736065	 -0.568994	 -0.761663	 0.103811	 0.747343	 -0.429406	 0.496299	 2
1462095853.464	 3	 0.131144	 -0.185454	 -1.640597	 1.736019	 -0.586023	 -0.759411	 0.097374	 0.747685	 -0.434053	 0.493035	 2
1462095853.474	 3	 0.194986	 -0.178772	 -1.426873	 1.734339	 -0.600875	 -0.758709	 0.091866	 0.747468	 -0.438471	 0.490505	 2
1462095853.484	 3	 0.273320	 -0.269961	 -1.209922	 1.731604	 -0.613862	 -0.759267	 0.087197	 0.746886	 -0.442650	 0.488487	 2
1462095853.494	 3	 0.422599	 -0.473088	 -0.999960	 1.725950	 -0.624804	 -0.761895	 0.083309	 0.745472	 -0.446811	 0.487536	 2
1462095853.504	 3	 0.524564	 -0.667235	 -0.890749	 1.716949	 -0.634539	 -0.766329	 0.079713	 0.743161	 -0.451149	 0.487670	 2
1462095853.514	 3	 0.512574	 -0.579250	 -0.789644	 1.707859	 -0.643490	 -0.771345	 0.076534	 0.740808	 -0.455358	 0.487848	 2
1462095853.524	 3	 0.421051	 -0.558658	 -0.480650	 1.699489	 -0.649692	 -0.775946	 0.074250	 0.738636	 -0.458600	 0.488457	 2
1462095853.534	 3	 0.218197	 -0.612182	 -0.170311	 1.691796	 -0.652462	 -0.778992	 0.072677	 0.736664	 -0.460428	 0.489950	 2
1462095853.544	 3	 -0.106356	 -0.848736	 0.078636	 1.684001	 -0.652219	 -0.778904	 0.070932	 0.734749	 -0.460616	 0.492894	 2
1462095853.564	 4	 -0.933905	 -1.358469	 0.294251	 1.669324	 -0.646054	 -0.763706	 0.064084	 0.731550	 -0.455562	 0.503182	 2
