@RELATION bodyguard

@ATTRIBUTE feature_1 NUMERIC
@ATTRIBUTE feature_2 NUMERIC
@ATTRIBUTE feature_3 NUMERIC
@ATTRIBUTE feature_4 NUMERIC
@ATTRIBUTE feature_5 NUMERIC
@ATTRIBUTE feature_6 NUMERIC
@ATTRIBUTE feature_7 NUMERIC
@ATTRIBUTE feature_8 NUMERIC
@ATTRIBUTE feature_9 NUMERIC
@ATTRIBUTE feature_10 NUMERIC
@ATTRIBUTE feature_11 NUMERIC
@ATTRIBUTE feature_12 NUMERIC
@ATTRIBUTE feature_13 NUMERIC
@ATTRIBUTE feature_14 NUMERIC
@ATTRIBUTE feature_15 NUMERIC
@ATTRIBUTE feature_16 NUMERIC
@ATTRIBUTE feature_17 NUMERIC
@ATTRIBUTE feature_18 NUMERIC
@ATTRIBUTE feature_19 NUMERIC
@ATTRIBUTE feature_20 NUMERIC
@ATTRIBUTE feature_21 NUMERIC
@ATTRIBUTE feature_22 NUMERIC
@ATTRIBUTE feature_23 NUMERIC
@ATTRIBUTE feature_24 NUMERIC
@ATTRIBUTE feature_25 NUMERIC
@ATTRIBUTE feature_26 NUMERIC
@ATTRIBUTE feature_27 NUMERIC
@ATTRIBUTE feature_28 NUMERIC
@ATTRIBUTE feature_29 NUMERIC
@ATTRIBUTE feature_30 NUMERIC
@ATTRIBUTE feature_31 NUMERIC
@ATTRIBUTE feature_32 NUMERIC
@ATTRIBUTE feature_33 NUMERIC
@ATTRIBUTE feature_34 NUMERIC
@ATTRIBUTE feature_35 NUMERIC
@ATTRIBUTE feature_36 NUMERIC
@ATTRIBUTE feature_37 NUMERIC
@ATTRIBUTE feature_38 NUMERIC
@ATTRIBUTE feature_39 NUMERIC
@ATTRIBUTE feature_40 NUMERIC
@ATTRIBUTE class {left2right other right2left }
@DATA
2.73589, 1.68209, 3.42332, 1.22784, 6.28663, 1.70918, 3.8196, 1.57925, 0.765618, 4.8625, 0.801628, 1.55795, 2.12617, 1.06995, 1.56391, 0.989222, 1.07251, 1.13129, 0.8729, 2.30664, 19.8778, 19.6088, 19.7054, 21.5853, 20.7719, 20.3811, 20.5323, 5.69841, 20.6927, 0.108729, 15.4762, 14.1469, 18.1873, 5.39043, 21.4646, 18.6739, 15.7999, 6.43588, 17.9964, 23.4456, left2right
4.1531, 1.64513, 4.15624, 2.61019, 4.12166, 1.44708, 2.432, 2.18713, 0.399133, 3.889, 1.15375, 2.31245, 1.80578, 1.85246, 1.31239, 0.114744, 1.13254, 1.98776, 1.58073, 1.51194, 19.8885, 17.5584, 18.5554, 18.0759, 20.9914, 18.6212, 20.0403, 3.40125, 20.1239, 0.847038, 14.2798, 12.9628, 17.2252, 4.58878, 18.6858, 18.1472, 14.7786, 4.5009, 15.5394, 19.9362, left2right
4.02982, 3.04104, 2.00147, 4.76413, 6.199, 2.42074, 4.70382, 1.95351, 2.20569, 5.20554, 3.60484, 4.24783, 6.33319, 2.81712, 2.69047, 3.39135, 3.29461, 3.35267, 2.90105, 3.40349, 18.0873, 16.0171, 17.2529, 17.7939, 18.8731, 18.7249, 16.8531, 6.97882, 19.1113, 3.58461, 12.8884, 13.1976, 16.0224, 5.92829, 19.5776, 17.9789, 12.8004, 6.43247, 19.5059, 17.872, left2right
6.63025, 3.06239, 4.67148, 5.41401, 1.35917, 2.23044, 2.47391, 4.62714, 2.04528, 3.30731, 4.29814, 3.89172, 2.65674, 3.62474, 2.42591, 1.6943, 2.41512, 3.54256, 3.79343, 0.712844, 13.5178, 12.2005, 12.7881, 13.8885, 12.0635, 11.5303, 9.52731, 1.60935, 13.4603, 2.71784, 8.41131, 7.92249, 10.3299, 2.83758, 15.3489, 16.8058, 12.4476, 2.3826, 13.2554, 13.9234, left2right
2.46694, 1.32112, 1.95, 1.49576, 7.14242, 1.61551, 3.94757, 1.681, 1.28587, 5.44894, 1.37116, 1.72865, 3.12589, 1.19619, 1.6038, 1.65022, 1.19791, 1.13274, 1.00688, 2.78178, 17.4806, 16.2463, 19.2087, 18.1596, 15.8784, 15.9945, 15.0801, 6.26747, 16.438, 0.695816, 12.3962, 13.2249, 14.9514, 6.28967, 17.5769, 18.6736, 13.9797, 6.67991, 17.6461, 21.13, left2right
3.50437, 2.69442, 3.1318, 3.35833, 4.05655, 1.79474, 2.56013, 1.94159, 2.0715, 2.91058, 3.51797, 3.43262, 5.7594, 3.06463, 2.38157, 2.9817, 2.72786, 2.80363, 3.28602, 2.46992, 15.5871, 14.7623, 16.8349, 17.5468, 16.481, 16.9421, 14.18, 4.63824, 18.0979, 3.79837, 10.7932, 11.1246, 13.6763, 3.91878, 18.5199, 16.0849, 10.9429, 4.90307, 18.5463, 16.8903, left2right
2.02956, 0.615661, 1.98698, 1.37515, 4.07487, 0.349425, 3.47842, 1.3477, 0.975716, 4.02275, 0.722547, 0.856974, 4.04085, 0.820327, 0.411845, 1.01826, 0.42605, 0.307705, 0.712466, 2.48142, 16.4599, 14.676, 20.9921, 22.0125, 17.8097, 18.023, 14.5826, 4.58511, 19.6209, 0.701993, 10.826, 11.1067, 14.5274, 5.32405, 20.3026, 16.6503, 11.9355, 4.78443, 17.4677, 22.0884, left2right
0.475823, 0.31354, 0.984016, 0.247706, 7.13176, 0.935968, 5.28719, 1.05464, 2.42838, 4.72711, 0.746033, 0.345409, 7.13318, 0.309465, 0.800039, 3.64599, 0.830428, 0.393577, 0.26294, 3.73963, 18.1558, 20.4418, 25.2246, 22.3572, 18.5119, 20.7046, 18.2793, 5.81167, 18.4327, 1.92224, 13.2173, 12.0612, 16.4127, 7.64002, 19.2046, 17.9459, 16.3633, 4.80539, 17.616, 24.5457, left2right
1.10796, 0.952293, 1.28028, 0.791708, 7.89257, 0.899104, 5.20905, 1.43236, 1.98261, 5.39753, 0.810739, 0.711269, 4.74817, 0.873098, 0.934819, 2.43143, 0.791177, 0.2715, 0.728234, 3.59797, 17.2243, 17.7577, 21.9048, 22.3757, 17.5482, 18.1218, 14.9103, 6.67299, 18.8536, 0.769752, 12.1324, 12.8442, 14.443, 5.77577, 21.3272, 19.7588, 14.6197, 5.8656, 19.8124, 23.1418, left2right
1.28716, 0.412458, 0.722593, 0.846292, 6.63594, 0.635106, 5.37135, 1.30554, 2.83274, 4.88856, 1.07606, 0.609888, 7.29928, 0.573088, 0.833743, 3.37685, 1.06872, 0.838891, 0.734242, 3.41032, 17.3174, 19.9484, 24.7342, 21.8895, 17.9574, 20.2311, 17.7249, 5.3174, 17.8782, 2.31138, 12.4079, 11.3959, 15.8813, 6.87701, 18.6501, 16.8394, 15.0723, 4.65344, 17.1326, 23.9344, left2right
1.01143, 0.454282, 0.806881, 0.670005, 7.61221, 0.752309, 5.21964, 0.619234, 1.32531, 4.94492, 0.666501, 0.743064, 5.16066, 0.325623, 0.930764, 2.20626, 0.633263, 0.604582, 0.335983, 2.71551, 19.9996, 22.11, 24.582, 25.1151, 20.7168, 23.4257, 20.4842, 7.48995, 20.6375, 1.44424, 15.2171, 14.4332, 18.6406, 6.08342, 21.4095, 19.3006, 16.9287, 7.10977, 20.0841, 26.6972, left2right
1.69487, 1.10779, 1.26255, 0.997568, 5.30346, 1.38527, 5.34623, 1.83662, 3.13488, 5.17486, 0.995701, 0.461578, 6.46703, 1.26171, 1.48079, 3.57672, 1.82406, 0.844669, 1.46781, 4.00183, 15.3456, 15.7868, 23.442, 20.8919, 15.1131, 15.5658, 11.7203, 4.05293, 16.9032, 3.02141, 7.77192, 8.00829, 12.1571, 8.0583, 17.1358, 16.7548, 14.2415, 3.67051, 16.1391, 23.0437, left2right
1.92297, 2.32845, 4.12772, 2.67685, 4.23182, 1.83154, 2.48258, 2.78247, 0.734423, 3.55182, 2.35922, 3.32652, 2.2722, 2.12972, 2.04766, 0.904004, 1.52329, 2.36353, 1.64931, 1.18332, 21.3727, 17.1289, 19.9449, 20.5077, 22.7928, 20.1372, 21.6894, 4.4212, 22.5556, 0.759815, 15.5844, 16.6834, 22.4985, 4.25176, 21.1175, 18.9989, 14.6821, 5.30987, 15.5888, 20.5795, left2right
1.45192, 0.445177, 2.107, 0.57694, 6.37349, 0.531338, 4.42232, 1.41535, 1.7001, 4.56925, 0.542583, 0.600886, 5.72425, 0.455324, 0.381723, 1.99628, 0.422469, 0.407628, 0.395914, 2.86789, 18.3962, 20.6347, 25.8603, 23.1649, 19.4809, 21.523, 17.5403, 6.24359, 19.4016, 1.32441, 12.3253, 12.009, 16.9512, 5.81536, 19.9919, 17.2769, 14.8494, 6.0873, 18.4449, 25.379, left2right
3.46261, 0.803649, 1.90711, 2.52578, 5.56941, 0.755992, 3.30728, 2.20251, 2.1129, 3.75284, 1.47577, 1.60529, 4.20548, 1.428, 0.728932, 2.08476, 0.884777, 1.32395, 1.62557, 3.24087, 18.4683, 16.4599, 21.1605, 22.4979, 18.3066, 18.1426, 14.1708, 4.52784, 19.733, 2.31986, 9.80295, 9.88255, 14.4479, 4.61544, 19.7445, 17.5755, 14.3638, 6.03205, 17.6751, 22.4171, left2right
2.83878, 1.10622, 3.35678, 1.84603, 3.77828, 0.643057, 1.74927, 2.05268, 1.10982, 1.6184, 1.41411, 2.12568, 3.2288, 1.40045, 0.676622, 1.10565, 0.87624, 1.52575, 1.28678, 1.58025, 19.0973, 14.309, 18.3219, 19.9526, 20.1837, 18.2194, 17.1403, 3.24318, 21.4176, 1.62687, 12.0688, 12.1051, 16.7872, 2.16882, 21.896, 16.4419, 12.7202, 5.70262, 15.255, 19.2285, left2right
1.06563, 0.157297, 1.09145, 0.401293, 5.24249, 0.372116, 4.33811, 1.1196, 1.62268, 4.38738, 0.518241, 0.431377, 5.63488, 0.300618, 0.260372, 1.99283, 0.322356, 0.514153, 0.228447, 2.65662, 17.8122, 19.9412, 25.38, 22.9766, 19.0391, 21.3179, 18.8065, 6.26579, 18.9599, 1.42439, 13.4095, 12.4406, 16.963, 5.62854, 19.7318, 16.6185, 14.1293, 5.83702, 18.2187, 24.9088, left2right
1.05734, 1.00164, 1.37312, 1.26998, 9.43281, 2.26588, 7.72009, 1.65612, 3.89862, 5.86868, 1.7274, 1.71012, 7.40698, 1.00153, 2.10902, 4.93963, 1.81305, 0.951813, 1.21639, 5.86273, 24.9932, 23.9533, 24.8677, 28.8483, 25.3804, 25.7829, 21.806, 8.99815, 25.3012, 3.08455, 17.1154, 17.0279, 22.3544, 6.61938, 25.7311, 24.3459, 21.1159, 4.15569, 24.3692, 27.2248, left2right
11.1293, 9.57439, 11.7633, 11.4316, 4.39711, 8.06934, 1.50659, 8.56646, 8.36569, 1.95749, 10.9778, 7.16221, 6.04317, 10.8273, 8.15668, 7.68666, 5.72791, 6.77766, 9.91925, 5.05253, 8.35064, 7.86499, 7.33758, 7.04371, 7.5016, 7.51837, 5.64869, 4.14682, 7.5271, 8.56366, 4.55033, 4.35004, 4.97486, 3.59306, 7.91885, 8.1262, 7.38549, 5.79324, 7.63032, 8.51203, left2right
1.67878, 0.594914, 1.56933, 0.983741, 7.4877, 0.998314, 4.94184, 0.780091, 1.01132, 5.25117, 0.679307, 1.08574, 3.81616, 0.435011, 1.00982, 1.38714, 0.599548, 0.752971, 0.332462, 3.18761, 21.8584, 21.11, 20.9484, 23.9754, 22.591, 22.6127, 22.3584, 6.67404, 22.5118, 1.15255, 17.3278, 16.2115, 20.0559, 5.74598, 23.2837, 20.7834, 18.009, 7.18834, 20.3017, 25.8357, left2right
2.46847, 0.371225, 2.32282, 0.760732, 4.95925, 0.167101, 3.26046, 1.13255, 0.960804, 4.07787, 0.485991, 0.734656, 5.06658, 0.509018, 0.146216, 1.21484, 0.319157, 0.73846, 0.429441, 2.04135, 17.23, 19.1768, 24.2951, 21.8864, 18.3133, 20.1968, 18.0807, 5.16927, 18.234, 1.15961, 12.5351, 11.5703, 15.8664, 5.45812, 19.006, 16.0814, 13.5895, 5.50831, 16.8362, 24.2137, left2right
1.39904, 0.689638, 2.24576, 0.74021, 6.63621, 0.843142, 3.11515, 1.34716, 1.03694, 4.40727, 0.751986, 1.22697, 3.86996, 0.571069, 0.645897, 1.13579, 0.45025, 0.68064, 0.479317, 2.15277, 20.007, 19.6936, 25.0271, 24.366, 21.8417, 22.532, 21.4692, 5.8945, 21.7624, 0.522339, 15.8482, 14.8546, 19.1409, 5.11745, 22.5344, 18.0392, 14.9375, 7.01257, 18.9848, 27.5943, left2right
0.900726, 0.35759, 1.32346, 0.196413, 6.69514, 0.70638, 4.18637, 1.06081, 2.08314, 4.3761, 0.472952, 0.28105, 6.81232, 0.290534, 0.588141, 2.81242, 0.815215, 0.440425, 0.30326, 2.84137, 17.204, 19.303, 24.1511, 21.5912, 17.8415, 19.9449, 17.6089, 5.02459, 17.7622, 1.24535, 12.2861, 11.2773, 15.6226, 6.5849, 18.5342, 16.6785, 14.8882, 5.56506, 16.7281, 23.819, left2right
0.430936, 0.409883, 0.69993, 0.313744, 7.74805, 0.87902, 5.23701, 0.893661, 1.93511, 4.6998, 0.8083, 0.449952, 6.36712, 0.202674, 0.921771, 2.61116, 0.755765, 0.460984, 0.208345, 3.51618, 19.0609, 21.6123, 26.4466, 23.5595, 19.7893, 21.9118, 19.5567, 7.0484, 19.7101, 1.54357, 14.5687, 13.3703, 17.596, 7.32719, 20.482, 18.3504, 16.2673, 6.09541, 18.8319, 25.7558, left2right
2.7144, 1.44171, 1.87885, 1.58509, 7.46144, 1.40237, 4.3577, 0.824862, 0.949308, 5.37994, 0.948181, 1.32804, 3.39066, 0.748064, 1.66432, 1.40062, 1.01461, 0.87813, 0.685805, 2.82595, 19.8498, 20.5913, 22.0236, 23.6984, 20.5819, 21.8456, 20.3034, 6.76962, 20.5027, 0.618016, 13.6167, 13.0555, 17.9953, 5.97134, 21.2746, 18.835, 16.1921, 6.76755, 18.4631, 24.5599, left2right
1.38852, 0.571057, 1.42332, 0.586462, 5.73208, 0.653436, 4.96461, 1.53462, 2.11902, 4.99436, 0.837449, 0.197991, 6.99464, 0.585723, 0.561684, 2.87682, 0.521185, 0.334022, 0.562424, 3.39582, 13.8068, 15.2275, 22.1048, 20.7431, 14.3104, 15.0054, 11.5933, 5.08531, 15.6797, 1.42951, 8.69161, 9.35424, 11.4082, 6.65002, 17.9773, 16.5449, 11.75, 5.00385, 16.9214, 22.3059, left2right
3.11052, 0.930021, 1.7095, 1.81247, 4.89213, 0.408209, 3.49165, 1.44452, 2.16791, 3.3967, 1.05823, 1.20882, 6.4175, 0.97893, 0.611294, 2.50361, 1.39775, 1.03843, 1.18001, 2.44876, 12.1367, 13.9502, 19.4374, 17.4809, 12.7467, 14.3482, 11.488, 3.3991, 13.2375, 2.43465, 7.43496, 7.28931, 10.2394, 5.74709, 14.6501, 12.8606, 9.89882, 4.38498, 13.3771, 19.5346, left2right
2.46914, 0.786081, 2.7898, 1.57634, 4.67985, 0.837786, 2.39829, 1.6149, 0.687705, 2.35689, 1.1316, 1.58877, 2.87658, 0.89574, 0.814439, 0.805701, 0.574239, 1.01746, 0.745036, 1.96537, 19.4, 17.9376, 23.1157, 22.296, 20.7308, 22.0859, 19.9388, 4.63463, 21.0799, 0.640812, 14.1341, 13.2727, 17.7203, 4.82012, 21.5429, 17.2637, 13.9502, 5.79485, 16.8029, 24.1562, left2right
7.13089, 4.60989, 4.95496, 8.02867, 2.90879, 3.30758, 2.82712, 4.34976, 1.49389, 3.64225, 4.22144, 6.28686, 1.36115, 4.49326, 3.70236, 1.13273, 3.08428, 4.35416, 4.42933, 1.9189, 8.83646, 7.50969, 9.03727, 10.3542, 8.56454, 6.75341, 6.07983, 2.27128, 9.77875, 1.96993, 6.65989, 5.98984, 6.64169, 2.83262, 11.305, 12.1211, 9.01412, 2.34379, 11.1632, 10.5534, left2right
4.19638, 1.21976, 2.48624, 2.6569, 5.66552, 0.818041, 2.33087, 1.90008, 1.71346, 2.0545, 1.57298, 1.94246, 6.17041, 1.37066, 0.822119, 2.05851, 1.3022, 1.7798, 1.57592, 2.12884, 14.2079, 14.7838, 21.0473, 19.9556, 14.956, 14.804, 11.4397, 4.36725, 16.3347, 1.89044, 7.27424, 7.38015, 11.537, 4.18721, 17.4906, 14.7006, 11.4911, 5.17449, 15.289, 22.9377, left2right
1.09039, 1.1661, 1.2065, 1.15063, 6.9115, 1.92459, 6.0766, 2.06005, 3.96574, 5.68991, 1.44421, 0.87175, 7.49444, 1.30254, 1.75675, 4.70903, 2.09752, 0.938691, 1.40513, 4.62186, 18.2619, 18.6593, 25.3708, 22.5143, 18.1543, 18.4459, 14.3899, 5.4676, 18.548, 3.34844, 9.95453, 9.9784, 15.1663, 7.84634, 18.9061, 18.1599, 16.7786, 3.18073, 17.7655, 24.6596, left2right
2.07858, 0.415418, 0.814943, 1.15452, 5.1369, 0.473089, 4.59612, 1.31942, 2.0171, 5.37294, 0.973619, 0.413877, 6.08414, 0.611898, 0.585389, 2.56144, 0.540595, 0.36189, 0.674144, 2.85549, 12.4359, 14.4242, 20.8356, 19.2124, 13.301, 14.2943, 11.121, 5.07094, 14.3689, 1.53373, 8.87185, 9.83616, 10.5393, 6.83268, 16.3828, 14.2414, 9.81313, 5.54076, 15.3414, 20.8192, left2right
0.373226, 0.9178, 0.958154, 0.527122, 8.43868, 2.05415, 5.95754, 1.52417, 3.56937, 5.26837, 1.42039, 0.735572, 7.95216, 0.862074, 1.80541, 3.92062, 1.82764, 0.90848, 0.850874, 4.30282, 19.367, 21.7468, 26.5286, 23.6534, 19.8378, 22.0027, 19.6052, 6.83196, 19.7585, 2.49693, 14.6647, 13.4425, 17.7014, 8.20867, 20.5305, 19.0087, 17.3405, 4.73392, 18.9176, 25.8482, left2right
8.61773, 8.69686, 10.5544, 10.3012, 3.43923, 7.01527, 1.80444, 8.39393, 7.92292, 1.63074, 8.37406, 7.3621, 4.85485, 7.97598, 6.98978, 6.5944, 6.22339, 6.95013, 7.96314, 4.89698, 7.61483, 6.69286, 7.13173, 6.4174, 6.36962, 6.60373, 6.34113, 3.23434, 6.26523, 8.09269, 3.71555, 3.96254, 5.33218, 4.10265, 6.96115, 7.7005, 7.13355, 4.18568, 7.07452, 8.0928, left2right
2.29863, 0.950921, 1.64362, 1.55471, 7.59647, 1.08843, 4.22602, 1.80976, 2.25815, 3.98125, 1.2326, 1.38417, 5.38824, 1.12438, 0.964711, 2.63991, 1.19837, 1.42627, 1.16105, 3.40054, 17.594, 19.1132, 24.0008, 22.1798, 18.0958, 19.0223, 14.9329, 5.66854, 18.828, 1.96878, 10.6487, 10.8854, 15.442, 6.18152, 19.3712, 17.0489, 14.2907, 5.85429, 17.3915, 24.9815, left2right
8.1489, 7.57633, 8.83904, 8.96415, 2.59898, 6.28453, 1.2088, 7.72608, 6.76873, 0.975993, 7.06595, 7.82366, 4.0745, 6.96161, 6.19726, 6.10422, 6.55505, 7.631, 7.12303, 3.4939, 6.90084, 6.06115, 6.59719, 6.1782, 5.85996, 5.95454, 5.78704, 2.32937, 5.97468, 8.09053, 4.64216, 5.04248, 6.0788, 2.52939, 5.84622, 6.87308, 6.72825, 3.66085, 6.5916, 7.2314, left2right
1.44945, 0.171454, 1.64246, 0.451149, 6.1693, 0.32782, 3.70306, 1.1089, 1.27258, 4.05213, 0.409419, 0.446798, 4.76825, 0.28474, 0.165352, 1.74906, 0.258889, 0.561171, 0.232483, 2.25986, 17.7684, 19.6655, 24.9204, 22.5801, 19.0038, 20.9006, 18.7712, 5.80349, 18.9245, 0.968093, 13.3235, 12.3094, 16.5676, 5.71124, 19.6965, 16.4903, 13.9532, 5.6835, 17.5118, 24.8719, left2right
0.805598, 0.543422, 0.976705, 0.367064, 6.30956, 0.91564, 4.86819, 1.20354, 2.64995, 4.74292, 0.697854, 0.408779, 6.6824, 0.583098, 0.972373, 3.46762, 1.25083, 0.777523, 0.604406, 3.61235, 17.4545, 19.6138, 24.3949, 21.515, 17.7175, 19.8655, 17.4849, 4.8466, 17.6383, 2.3977, 12.3002, 11.2135, 15.5584, 7.68301, 18.4102, 17.3401, 15.9049, 4.15979, 16.7825, 23.7667, left2right
1.12034, 0.710454, 0.744941, 0.783996, 7.96852, 1.18327, 5.5287, 1.05271, 2.67514, 5.32962, 1.09925, 0.789734, 7.56879, 0.622077, 1.35448, 3.50081, 1.51003, 0.820194, 0.762266, 3.74131, 18.496, 20.8949, 25.777, 22.9347, 19.1896, 21.2887, 18.957, 6.6123, 19.1104, 2.21038, 13.0456, 12.4801, 16.9649, 7.58293, 19.8823, 17.8847, 16.0212, 5.78274, 18.2117, 25.1566, left2right
4.39257, 2.47245, 4.20972, 4.3164, 4.80834, 1.76068, 2.0192, 3.37662, 2.34486, 1.32661, 3.02445, 2.84675, 4.53741, 2.90095, 1.8771, 2.32121, 2.02691, 2.68249, 2.89689, 2.622, 14.2636, 14.3381, 18.9688, 19.4485, 14.5359, 14.6066, 11.3176, 5.11706, 16.8771, 2.86478, 7.53603, 7.94384, 11.1365, 3.46644, 17.9762, 15.0319, 10.966, 5.08177, 16.0331, 19.3904, left2right
0.993507, 0.57417, 1.41738, 0.736638, 6.75605, 0.904257, 4.84982, 1.73791, 2.7802, 4.92825, 0.936739, 0.484994, 7.51828, 0.733033, 0.736906, 3.5455, 1.04242, 0.31414, 0.743662, 3.58135, 17.3742, 17.4675, 24.8, 22.1676, 17.341, 17.5056, 13.744, 5.04001, 18.4029, 1.74427, 9.52806, 9.64768, 14.1421, 6.62193, 18.7026, 17.6096, 15.5379, 4.24732, 17.4528, 24.4902, left2right
2.02358, 0.437651, 1.84607, 0.773303, 4.97608, 0.38625, 3.7357, 1.34666, 1.39591, 4.60415, 0.665868, 0.443192, 5.39475, 0.603483, 0.329751, 1.62666, 0.214017, 0.449554, 0.550217, 2.34373, 13.314, 14.4753, 21.6059, 20.534, 14.49, 15.2963, 12.0672, 5.46162, 15.6412, 1.29445, 9.59765, 10.4474, 11.59, 5.49885, 18.0612, 15.0384, 10.0271, 5.59756, 16.9615, 22.0821, left2right
1.44045, 0.887432, 1.80292, 0.895312, 4.73321, 0.459733, 4.07661, 1.19841, 1.31644, 4.65749, 0.803689, 0.492025, 5.12177, 0.732668, 0.726736, 1.87729, 0.524942, 0.364953, 0.488935, 2.1988, 13.2658, 14.6496, 21.7064, 20.8508, 14.3979, 15.4257, 11.8726, 5.68869, 15.6152, 0.862877, 9.26683, 10.0502, 11.5935, 5.55393, 18.1164, 15.2088, 10.1366, 5.48347, 17.0937, 22.0847, left2right
2.20581, 1.30489, 2.78934, 2.25446, 4.14267, 1.08954, 1.84365, 1.39943, 0.544227, 2.39246, 1.44722, 2.52315, 3.10199, 1.20646, 1.13247, 0.712631, 0.940753, 1.85209, 1.21077, 1.39498, 17.3736, 14.2, 16.1423, 17.4303, 17.8637, 17.4617, 15.5499, 3.85966, 19.1233, 1.35794, 13.448, 13.5462, 16.1361, 2.56522, 19.654, 17.7233, 13.1316, 5.66978, 15.5654, 15.8395, left2right
1.05547, 0.191328, 1.23, 0.449797, 7.11439, 0.506513, 4.77243, 0.930361, 1.80636, 4.55543, 0.563861, 0.388378, 6.99604, 0.249739, 0.425594, 2.52451, 0.612274, 0.511641, 0.283783, 3.19119, 17.925, 20.3459, 25.2248, 22.4284, 18.7052, 20.7839, 18.4727, 5.66269, 18.626, 1.8998, 13.2256, 12.1735, 16.4451, 6.64823, 19.3979, 17.2113, 15.2001, 5.42258, 17.7094, 24.6581, left2right
3.20899, 1.59508, 3.18038, 2.51032, 2.43065, 1.19769, 3.04364, 2.56705, 1.06199, 3.79491, 1.78674, 2.35104, 2.13672, 2.00591, 1.27382, 0.760445, 1.16871, 2.03758, 1.6226, 0.755212, 18.9374, 16.3054, 19.0309, 17.5548, 20.7024, 18.9751, 20.4698, 2.66616, 19.6027, 1.02081, 14.9273, 13.8293, 18.6262, 4.38736, 18.1646, 17.0498, 13.5242, 3.72482, 14.4091, 19.415, left2right
4.73197, 1.42238, 4.16, 3.33841, 2.97028, 1.00294, 1.86654, 3.09829, 1.50524, 1.72022, 2.21219, 2.90565, 3.34512, 2.22698, 0.819978, 1.2759, 0.894329, 2.2222, 2.24192, 1.33489, 15.1042, 11.4693, 14.5799, 13.6082, 13.3079, 13.7472, 14.2691, 3.0301, 13.058, 1.62434, 11.8753, 12.6383, 14.3703, 3.5548, 13.4897, 15.0792, 9.39051, 4.61, 13.5031, 15.7127, left2right
0.855102, 1.19469, 1.31257, 0.493155, 5.36959, 1.63947, 5.46626, 0.903634, 2.42278, 4.96132, 0.570768, 0.461727, 5.99977, 0.719939, 1.85225, 3.2276, 1.84597, 0.905892, 0.935896, 3.93674, 16.2993, 18.5766, 23.374, 20.6178, 16.3483, 18.937, 16.1158, 4.74746, 16.2691, 2.00975, 10.662, 9.72847, 14.2722, 8.35573, 17.041, 16.6745, 15.3711, 4.1387, 15.7997, 22.4314, left2right
1.90151, 0.783955, 2.86651, 1.22817, 5.59856, 0.960406, 2.92971, 1.61917, 0.828923, 4.29092, 0.96037, 1.82217, 3.0319, 0.763128, 0.641566, 1.06929, 0.501929, 1.0829, 0.745973, 2.10212, 21.5631, 18.4854, 23.3643, 23.0704, 24.0595, 22.8218, 23.594, 5.01694, 23.9803, 0.637653, 17.8928, 16.9487, 21.2194, 4.78809, 23.6802, 18.8319, 15.0452, 7.05208, 17.2973, 24.9306, left2right
4.79366, 2.15533, 4.58846, 3.4846, 3.21345, 1.49215, 1.5441, 3.44451, 1.25049, 1.96356, 3.08416, 3.02763, 3.42723, 2.82252, 1.64704, 1.53316, 1.29424, 2.52845, 2.53213, 1.25338, 14.6019, 12.0447, 15.0954, 15.8845, 13.6006, 13.2837, 12.5458, 2.91029, 14.2996, 1.60343, 10.4717, 11.8301, 13.2066, 3.14422, 15.8498, 17.4545, 11.4191, 4.19391, 14.7401, 16.0912, left2right
0.496233, 1.24646, 1.77891, 0.25267, 9.2513, 2.13696, 6.1643, 1.49805, 2.85482, 5.07904, 0.86598, 0.68663, 5.63313, 0.62637, 1.74033, 4.4642, 1.55416, 0.722237, 0.596712, 4.3153, 21.346, 21.7139, 25.0014, 25.1918, 21.4361, 23.5451, 21.2035, 6.56528, 21.3569, 1.28638, 17.0017, 15.3553, 19.2247, 7.52805, 22.1288, 21.0618, 19.0769, 5.29517, 20.4669, 27.5392, left2right
16.5684, 14.9065, 12.7178, 13.6599, 3.78463, 13.6832, 6.96684, 9.5106, 13.1818, 5.18966, 12.8386, 8.74969, 7.13998, 14.77, 15.3566, 14.495, 12.7875, 10.0657, 15.1111, 8.37831, 3.40004, 3.46205, 6.23458, 6.84262, 2.81987, 3.73604, 1.9313, 4.49276, 3.72442, 15.4659, 1.21269, 1.56566, 1.53195, 7.37565, 4.43152, 4.98002, 3.05454, 3.57005, 4.92388, 6.53773, left2right
2.63591, 1.01659, 2.86246, 2.02108, 4.6109, 0.763221, 2.56639, 1.93906, 1.15236, 2.17405, 1.18842, 1.5722, 4.4603, 1.22327, 0.795314, 1.28684, 0.575196, 1.23164, 1.24013, 2.29871, 15.27, 13.6047, 19.9245, 20.5626, 16.5957, 16.2788, 13.3285, 4.86324, 18.3006, 1.64302, 10.3157, 10.9572, 12.7942, 4.68236, 20.0778, 16.4584, 10.4604, 5.74527, 17.407, 21.1212, left2right
4.30631, 2.32713, 4.86761, 3.12562, 2.86461, 2.5588, 0.68153, 3.9167, 1.85888, 1.02745, 3.03389, 3.22853, 2.38317, 2.74321, 2.06421, 1.80615, 1.57635, 2.55655, 2.55846, 1.50209, 12.2946, 11.2589, 12.7857, 12.0697, 10.6609, 10.5051, 10.4183, 3.06, 10.7524, 1.3395, 10.0541, 10.8248, 10.9608, 2.54403, 11.5952, 13.2066, 11.0789, 4.34718, 12.3139, 14.1973, left2right
