@RELATION appcontest 
 
@ATTRIBUTE acc_magx_min NUMERIC 
@ATTRIBUTE acc_magx_max NUMERIC 
@ATTRIBUTE acc_magx_abs_mean NUMERIC 
@ATTRIBUTE acc_magy_min NUMERIC 
@ATTRIBUTE acc_magy_max NUMERIC 
@ATTRIBUTE acc_magy_abs_mean NUMERIC 
@ATTRIBUTE acc_magz_min NUMERIC 
@ATTRIBUTE acc_magz_max NUMERIC 
@ATTRIBUTE acc_magz_abs_mean NUMERIC 
@ATTRIBUTE acc_mag_mean NUMERIC 
@ATTRIBUTE acc_magz_peakfreq NUMERIC 
@ATTRIBUTE acc_magz_spectralslope NUMERIC 
@ATTRIBUTE class {left2right,right2left,other} 
 
@DATA 
5.98634,12.3721,9.50914,-3.51241,1.57836,1.29123,-3.70947,-0.682487,2.35242,9.95494,0.49,-0.141845,other
5.1801,12.1283,9.33297,-3.63885,1.57836,1.32402,-4.57841,-1.16342,2.58129,9.85318,0.49,-0.155695,other
5.1801,14.9427,9.42618,-3.63885,2.56192,1.22905,-4.97345,0.339375,2.44513,9.91042,0.49,-0.146636,other
5.47578,14.9427,9.34616,-3.63885,2.56192,1.21977,-4.97345,0.339375,2.6404,9.88191,0.49,-0.158548,other
6.21065,12.3352,9.59145,-3.42802,2.41707,1.09229,-4.97345,-0.320076,2.39649,10.0332,0.475,-0.148663,other
6.98232,13.5689,9.46177,-3.42802,2.41707,1.19767,-3.91762,-0.320076,2.38133,9.90567,0.47,-0.149389,other
4.31805,13.5689,9.37223,-3.13323,2.2016,1.14764,-4.20403,-0.889886,2.38318,9.80143,2.45,-0.143549,other
4.31805,13.5689,9.65716,-3.13323,2.2016,0.95968,-4.20403,-1.17075,2.64821,10.1201,0.495,-0.158273,other
4.31805,12.895,9.19748,-3.13323,1.25485,0.988602,-4.20403,-1.44458,2.79885,9.72681,0.98,-0.169092,other
5.37283,12.5485,9.68155,-2.33372,2.36559,0.836701,-4.48923,-1.62685,2.69743,10.1266,1.5,-0.15965,other
4.61941,12.6368,9.44615,-3.60279,2.36559,0.934928,-4.48923,-0.134075,2.74625,9.96017,3.03,-0.160607,other
3.74105,12.6368,9.17074,-3.75407,1.70121,0.948445,-4.77683,0.7006,2.71052,9.72403,3.03,-0.157137,other
3.74105,12.6368,9.72754,-3.75407,1.70121,0.728152,-4.77683,0.7006,2.74556,10.21,9.405,-0.162505,other
3.74105,12.3394,9.14993,-3.75407,1.09339,0.92514,-4.77683,0.7006,2.78843,9.7087,10.29,-0.166877,other
4.66042,13.2753,9.28896,-4.38823,1.42558,1.0431,-4.32224,-0.956325,2.65526,9.81677,5.88,-0.159951,other
4.66042,13.2753,9.83102,-4.38823,1.76959,0.872636,-4.53607,-0.977125,2.65098,10.2994,5.82,-0.161254,other
4.39047,14.8301,9.41366,-4.38823,2.2405,1.02822,-4.73463,-0.893181,2.68957,9.94176,1.9,-0.166966,other
3.85762,14.8301,9.42242,-3.80345,2.2405,1.07809,-4.73463,-0.716006,2.76369,9.98455,5.335,-0.167953,other
3.85762,13.3975,9.33117,-3.80345,2.2405,0.926752,-4.31176,0.312142,2.57188,9.83675,7.07,-0.149466,other
3.85762,14.5295,9.60601,-3.18815,2.52466,0.922652,-4.31176,0.312142,2.61451,10.0955,8,-0.153774,other
4.9959,14.5295,9.29405,-3.37339,2.52466,1.00564,-4.31176,0.312142,2.57774,9.79761,6.86,-0.154509,other
2.52855,15.6784,9.16361,-3.37339,2.52466,1.06166,-4.24637,-0.49425,2.4869,9.66462,9.405,-0.1479,other
2.52855,17.551,9.91708,-2.96533,1.87404,0.838896,-4.24637,-0.49425,2.48995,10.3336,1.5,-0.146871,other
2.52855,17.551,9.26902,-3.71726,1.87404,0.996558,-4.35246,0.52567,2.45841,9.75203,4.455,-0.145646,other
3.14655,14.957,9.46231,-5.03735,3.01262,1.14626,-4.97017,0.52567,2.51322,10.001,1.94,-0.151309,other
3.14655,14.957,10.0284,-5.03735,3.01262,1.01743,-4.97017,0.52567,2.50169,10.5034,3.43,-0.148833,other
2.32445,19.0635,9.5833,-5.62422,1.51327,1.07911,-4.48235,-0.0239378,2.43876,10.088,3.06,-0.140604,other
2.32445,19.0635,9.533,-5.62422,1.80641,1.03076,-4.48235,-0.0239378,2.44267,10.012,3.96,-0.145082,other
6.10844,12.8506,9.78922,-2.93332,1.88406,0.887406,-3.99184,-0.0239378,2.33698,10.1659,5.335,-0.141816,other
4.10347,15.3462,9.17384,-2.93332,1.88406,1.09648,-6.33439,-0.0728725,2.43435,9.69313,8.55,-0.149716,other
3.31818,18.1024,9.30055,-7.66705,2.32325,1.22087,-6.33439,-0.0728725,2.42376,9.8956,9.215,-0.145786,other
3.31818,18.1024,9.19159,-7.66705,2.32325,1.23544,-6.33439,-0.0728725,2.32632,9.74571,0.485,-0.140264,other
8.10384,11.8034,9.62928,-0.745484,2.12274,0.795204,-3.03208,-0.642084,2.06054,9.89813,2.88,-0.126941,other
8.10384,11.8034,9.51361,-0.894671,2.12274,0.679545,-3.60683,-0.642084,2.09598,9.79477,2.4,-0.128862,other
8.10384,11.8034,9.50541,-0.894671,2.12274,0.614403,-3.60683,-0.642084,2.19466,9.8044,2.45,-0.132445,other
8.35209,10.7654,9.54701,-0.292235,1.81419,0.741052,-3.60683,-0.709121,2.03983,9.82116,1.96,-0.123043,other
7.69639,12.3608,9.5283,0.071529,3.88126,1.48654,-2.78547,0.720801,1.60065,9.8481,1.92,-0.0955256,other
4.40574,15.1321,9.18924,0.071529,7.6874,2.53191,-2.78547,9.48484,1.24217,9.73682,0.49,-0.0508829,other
4.40574,16.17,8.90266,-3.87482,7.72601,3.22145,-2.74268,9.48484,1.76172,9.82778,0.485,-0.0471637,other
-5.98201,16.17,8.97434,-3.87482,10.0886,3.11475,-6.64773,9.48484,1.84255,10.0146,0.48,-0.0498847,other
-5.98201,19.6312,9.63285,-1.15938,10.0886,3.28078,-9.73741,7.37736,1.72608,10.6643,0.48,-0.0113828,other
-5.98201,19.6312,9.46622,-1.15938,10.0886,3.42392,-9.73741,7.25077,1.39393,10.505,0.485,-0.0325599,other
6.39665,17.0649,9.2121,-0.571761,6.14705,3.35232,-2.28958,3.18949,1.08665,9.99757,0.48,-0.0287616,other
7.03844,10.8329,9.03594,-0.300914,7.29237,3.15617,-2.65828,5.02329,1.44065,9.80764,0.48,-0.017705,other
6.45964,13.4539,9.1196,-4.73883,7.29237,3.21089,-2.88588,5.02329,1.43845,9.91344,0.49,-0.00048383,other
6.45964,13.4539,9.14225,-4.73883,7.29237,3.2428,-2.88588,4.48474,1.25635,9.92461,0.5,-0.0126936,other
6.69218,11.6019,9.08134,0.943606,8.21218,3.45906,-2.88588,4.77279,1.1134,9.88273,4.95,-0.0311797,other
6.69218,10.517,9.0464,0.943606,8.21218,3.41996,-2.92808,6.61108,1.27254,9.85709,7.92,-0.0348913,other
8.04323,10.517,8.96897,1.12945,6.87443,3.47685,-2.92808,6.61108,1.21215,9.75823,0.485,0.000499492,other
8.04323,9.84261,8.81955,1.12945,4.97555,3.776,-2.19142,2.36679,0.925184,9.68414,0.485,-0.0288921,other
3.62149,10.623,8.61,-0.488562,10.4021,4.06947,-6.35968,4.20717,1.07172,9.74472,0.485,-0.0522089,other
-1.12421,10.623,6.60703,-0.488562,13.3631,6.14372,-6.35968,5.60372,1.34339,9.9323,7.275,-0.0574324,other
-2.75271,10.623,3.68687,2.87226,13.7249,8.44631,-5.24818,5.60372,1.62724,9.89035,11.64,-0.079222,other
-4.47427,6.9913,2.02531,6.45874,13.7249,9.41289,-5.24818,5.60372,1.47003,9.89076,10.89,-0.0751215,other
-4.47427,3.5157,1.31119,6.45874,13.7249,9.57221,-1.16447,3.60997,1.38418,9.82687,11.385,-0.0789197,other
-4.47427,1.1513,1.04707,8.1414,10.8386,9.58418,0.13587,2.30051,1.4438,9.78514,2.425,-0.0877768,other
-0.990295,-0.247802,0.720243,9.4802,9.77722,9.60909,1.09833,1.89634,1.56173,9.76338,0.485,-0.0957966,other
-0.846786,-0.499036,0.691622,9.48693,9.74654,9.60323,1.43561,1.82166,1.61461,9.76307,3.5,-0.096178,other
-0.865948,-0.444864,0.675604,9.47855,9.74654,9.6045,1.45895,1.82166,1.60368,9.76155,6.5,-0.0955076,other
-0.923708,-0.444864,0.697769,9.47855,9.74654,9.6065,1.3777,1.82166,1.57472,9.76055,0.48,-0.0976744,other
-0.951088,-0.549314,0.751219,9.52778,9.75477,9.61571,1.21669,1.74536,1.50774,9.76297,0.475,-0.0945321,other
-0.960218,-0.414346,0.759747,9.5182,9.75477,9.61692,1.21669,1.84246,1.51306,9.76597,0.475,-0.0948135,other
-4.99321,2.23197,0.916208,8.26545,11.027,9.5655,0.584627,4.2727,1.76483,9.819,6.86,-0.105879,other
-4.99321,2.23197,0.97606,8.26545,11.027,9.56645,0.190786,4.2727,1.61942,9.81988,0.48,-0.0988069,other
-4.99321,2.19591,0.992951,8.26545,11.027,9.66324,0.055966,4.2727,1.16962,9.86293,0.48,-0.0708028,other
-0.35943,1.90427,0.829915,9.40358,10.0083,9.7246,-0.005982,1.60515,0.582637,9.79174,0.97,-0.0350888,other
-1.60574,2.34704,0.841873,9.19035,10.4868,9.72001,-0.832272,2.57928,0.507618,9.78681,0.5,-0.0267967,other
-1.60574,2.34704,0.860149,8.88509,10.4868,9.74177,-0.832272,2.57928,0.414936,9.8054,1.96,-0.0166576,other
-2.67938,4.08552,1.16049,6.60898,12.1455,9.6781,-1.64031,3.79956,0.70665,9.83335,1.92,-0.0210266,other
-2.67938,4.08552,1.50305,6.60898,12.1455,9.51603,-1.64031,7.32843,1.43708,9.85464,0.47,-0.0714125,other
-2.67938,4.08552,1.85905,6.60898,12.1455,9.30464,-1.64031,7.32843,2.13907,9.78531,0.96,-0.122172,other
0.741297,2.58407,1.71848,8.6958,9.69985,9.28782,1.2969,2.78473,2.05786,9.67764,0.48,-0.127205,other
0.968299,2.46106,1.7142,8.67127,9.67412,9.22984,1.45521,3.19668,2.2906,9.66952,10.29,-0.138811,other
0.968299,2.84563,1.83421,8.08813,9.67412,9.1275,1.45521,3.49565,2.40948,9.63032,0.97,-0.147236,other
-0.310044,5.84688,2.48157,7.53508,11.7777,9.12303,-1.4989,4.76786,2.00641,9.78104,0.495,-0.105646,other
-1.32638,5.84688,2.39617,6.59102,11.7777,9.10779,-7.46475,8.71241,2.54866,10.0073,0.495,-0.110999,other
-6.90496,9.74056,2.58063,4.60849,14.8132,9.70682,-7.46475,8.71241,2.30347,10.6181,1.425,-0.0700445,other
-12.4002,11.3994,2.99618,0.292539,18.9294,9.41631,-8.60767,20.3477,2.6891,10.7828,0.95,-0.0570209,other
-12.4002,14.1393,3.32567,-0.27069,19.059,9.76054,-10.2523,20.386,3.07927,11.4954,1.9,-0.0308738,other
-11.0614,14.1393,3.26248,-0.27069,19.059,9.72637,-10.2523,20.386,2.62305,11.2683,1.94,-0.0487892,other
-12.4541,14.1393,4.45242,-0.27069,19.059,9.85769,-10.2523,20.386,2.97948,12.0063,2.94,-0.0219515,other
-12.4541,14.5716,4.60824,0.819406,18.1335,8.62586,-9.44248,16.8763,2.23808,10.6594,1.455,-0.0182148,other
-12.4841,14.5716,4.35058,0.819406,18.101,8.95097,-14.1692,20.2471,2.63581,11.0647,2.4,-0.0171338,other
-12.4841,9.06301,3.18498,2.26728,19.0945,9.42055,-14.1692,20.2471,2.91521,11.1508,1.98,-0.0358093,other
-12.4841,6.67796,2.11281,0.977272,19.0945,10.5569,-14.1692,20.2471,3.226,11.9962,3.605,-0.0385528,other
-11.6472,7.3793,2.31419,-0.146049,19.0945,9.60818,-13.6398,20.2947,3.02153,11.0891,3.675,-0.0191369,other
-10.4931,7.3793,2.38123,-0.146049,19.0735,10.1808,-13.6398,20.2947,2.98996,11.5611,2.625,-0.0301071,other
-8.65451,6.61048,2.10586,2.9815,19.0117,10.0714,-13.6398,20.293,2.43439,11.0612,1.545,-0.0074554,other
-8.65451,8.098,2.26347,1.17404,19.0544,10.4661,-11.0457,20.2945,2.87478,11.6835,3.03,-0.0389132,other
-10.0742,8.76253,2.21989,0.735158,19.0544,10.0796,-11.2633,20.3248,2.77213,11.3173,1.96,-0.0240214,other
-10.0742,8.76253,2.18875,0.182402,19.0175,10.3003,-11.2633,20.3248,2.53214,11.4161,1.92,-0.027275,other
-4.90896,8.1408,1.90639,0.182402,19.0175,10.2828,-11.2633,20.3156,2.47498,11.2071,3.8,-0.0221192,other
-6.16471,8.1408,1.95895,0.182402,19.0175,10.3258,-9.81104,20.3156,2.62498,11.3352,1.92,-0.0309376,other
-8.96948,8.1408,2.38548,1.80805,18.9965,10.0668,-11.7514,20.3156,2.78831,11.264,2.88,-0.0182362,other
-8.96948,10.5416,2.34077,1.71842,18.9923,10.4009,-11.7514,20.3511,2.8586,11.5588,1.92,-0.00856593,other
-13.8469,10.5416,2.44307,1.71842,18.9246,10.1537,-11.3517,20.3511,2.65264,11.356,1.94,-0.025536,other
-13.8469,9.76062,2.34859,1.71842,17.5857,10.0842,-11.5866,16.5761,2.42931,11.1447,1.47,0.00441168,other
-13.8469,9.76062,2.50052,-0.604378,19.0309,10.094,-11.5866,20.2803,2.8876,11.4738,2.97,-0.0313668,other
-8.78364,6.16515,2.1516,-0.604378,19.1355,9.89065,-17.6912,20.2803,2.70523,11.1526,1.96,-0.0346429,other
-8.78364,5.5705,1.87664,0.0697344,19.1355,9.72389,-17.6912,14.9804,2.11392,10.595,2.425,-0.0491781,other
-8.78364,3.77203,1.78663,0.0697344,16.7132,9.45852,-17.6912,4.29964,2.02784,10.1449,0.485,-0.0659451,other
-5.12892,1.53467,1.55774,6.56244,10.4931,9.36705,-0.407158,4.29964,2.10596,9.79418,0.95,-0.130245,other
-5.12892,1.53467,1.27937,8.58088,10.4931,9.61323,-0.865193,3.05257,1.32758,9.87557,0.48,-0.0670952,other
-5.12892,1.53467,0.938484,9.13378,10.4931,9.79685,-0.865193,2.61758,0.567117,9.91038,0.49,-0.00697332,other
-1.51057,0.76748,0.608325,9.28581,10.2846,9.82657,-0.95962,1.21804,0.42602,9.86566,0.98,-0.0104419,other
-1.49008,0.76748,0.502327,9.28581,10.2846,9.79335,-0.95962,1.21804,0.322584,9.82087,0.97,-0.00332131,other
-1.44474,0.240015,0.480159,9.34462,10.2846,9.80791,-0.95962,0.367804,0.218981,9.8282,1.9,-0.00848809,other
-0.966651,-0.130633,0.479844,9.35973,10.1139,9.81288,-0.475098,0.19722,0.114078,9.82721,3.325,-0.00462793,other
-1.0687,0.0052367,0.475311,9.18212,10.2206,9.80476,-0.471058,0.400578,0.122298,9.8193,0.99,-0.00168845,other
-1.16208,0.0052367,0.46614,9.18212,10.2206,9.80732,-0.352241,0.414189,0.150893,9.8228,10,-0.00068344,other
-1.16208,0.0052367,0.47578,9.18212,10.2206,9.81373,-0.358675,0.414189,0.164407,9.8301,9.975,0.000354914,other
-0.928641,-0.015563,0.457352,9.40687,10.0596,9.81404,-0.358675,0.414189,0.146052,9.82829,2.35,-0.00343506,other
-0.905145,-0.015563,0.434123,9.59078,10.0428,9.80661,-0.358675,0.290441,0.142018,9.81941,2.375,-0.00582679,other
-0.905145,-0.0160141,0.42894,9.63671,9.97563,9.80717,-0.31379,0.226247,0.160011,9.82031,0.97,-0.00811904,other
-0.866693,-0.0264875,0.402583,9.63671,9.97594,9.81367,-0.31379,0.226247,0.168327,9.82556,0.485,-0.00956021,other
-0.694314,-0.107293,0.396203,9.63671,9.97594,9.81215,-0.308553,0.159366,0.149375,9.82278,0.485,-0.00813387,other
-0.678005,-0.127936,0.414965,9.65662,9.94631,9.8059,-0.282811,0.220559,0.0937115,9.81625,0.485,-0.00214649,other
-0.743994,-0.216225,0.446099,9.65662,9.92446,9.80236,-0.184648,0.220559,0.0673965,9.81362,1.47,-0.00069245,other
-0.800705,-0.217872,0.464851,9.67113,9.92446,9.80757,-0.315133,0.316477,0.0900716,9.82003,1.455,0.000257496,other
-1.03309,-0.217872,0.501593,9.41061,10.1992,9.80246,-0.315133,1.80012,0.255628,9.8266,0.49,-0.010608,other
-1.38459,1.38024,0.544552,7.94852,10.1992,9.56099,-0.0031381,4.8111,1.22488,9.74827,0.48,-0.0738097,other
-4.84357,5.41474,1.00668,3.96057,15.3039,9.57958,-7.04906,9.63417,2.13437,10.0697,0.475,-0.0972633,other
-4.84357,9.77093,1.91432,0.969789,19.1362,9.62053,-13.348,10.6771,2.9283,10.6992,1.455,-0.0832103,other
-4.71787,9.77093,2.48663,0.969789,19.1362,9.81317,-13.348,10.6771,2.24626,10.7717,3.88,-0.0484844,other
-4.56345,9.77093,2.15485,0.969789,19.1362,9.79359,-13.348,10.6771,1.74782,10.5363,0.96,-0.0349706,other
-3.05512,6.15767,1.56756,7.61094,10.8151,9.53577,-2.14159,4.01953,1.24628,9.87884,0.96,-0.0477532,other
-1.14262,5.19686,1.08711,7.80278,10.2968,9.65523,-1.48798,4.01953,0.991302,9.85246,0.48,-0.0171358,other
-0.0811002,2.61983,0.589648,9.41541,10.2968,9.8051,-1.32129,2.35378,0.666352,9.86733,0.47,-0.0208951,other
-0.0811002,0.945106,0.320841,9.59302,10.0365,9.79124,-1.32129,0.0788545,0.49464,9.81581,0.475,-0.0303631,other
-0.0811002,0.633258,0.358762,9.59302,10.0103,9.79151,-0.612458,0.124798,0.231664,9.80273,0.485,-0.0134434,other
0.146941,0.633258,0.394229,9.66081,9.93284,9.78852,-0.411346,0.125995,0.135279,9.79851,0.495,-0.00645377,other
0.153826,0.61441,0.390928,9.6822,10.4477,9.89897,-0.328,0.165348,0.0818353,9.90771,0.49,-0.00157037,other
0.105048,0.61441,0.383895,9.70884,10.5909,10.1663,-0.18555,0.589717,0.0931879,10.1746,0.49,-0.00401218,other
0.105048,1.0473,0.490805,10.1437,10.697,10.4066,-0.986696,0.589717,0.217845,10.4239,0.495,0.000130169,other
-0.122101,1.15773,0.598527,9.63747,10.974,10.3466,-1.90263,0.589717,0.581521,10.3917,0.495,-0.0254287,other
-0.122101,1.32487,0.647373,9.55935,10.974,10.1102,-1.90263,0.412699,0.631939,10.1614,0.485,-0.0375544,other
-0.122101,1.32487,0.49243,9.55935,10.974,9.87648,-1.90263,0.557698,0.413186,9.90822,0.475,-0.0157097,other
-0.10998,1.32487,0.406421,9.55935,9.99763,9.77872,-0.575801,0.557698,0.159974,9.79216,0.485,-0.00339034,other
-0.449503,1.17629,0.396346,9.56534,10.0071,9.78486,-0.373041,0.697599,0.141543,9.79591,0.99,-0.0072153,other
-0.449503,1.17629,0.42982,9.52838,10.0071,9.77752,-0.373041,0.697599,0.103759,9.78882,7.425,-0.00497219,other
0.289695,0.617852,0.436448,9.52838,9.99449,9.77642,-0.0561131,0.223403,0.076826,9.78682,3.43,-0.00413406,other
0.202005,0.598543,0.414382,9.46404,10.0612,9.78572,-0.151129,0.220863,0.0653811,9.79511,3.88,-0.00229793,other
0.202005,0.598543,0.423869,9.46404,10.0612,9.78124,-0.151129,0.20934,0.0549478,9.79106,3.465,-0.00114327,other
0.276378,0.578194,0.410449,9.61127,10.0612,9.79177,-0.114021,0.202603,0.0465459,9.80083,3.43,-0.0011026,other
0.239868,0.593757,0.403437,9.61726,9.92955,9.78615,-0.143205,0.192287,0.0450004,9.79493,3.92,3.57573e-05,other
0.239868,0.593757,0.401897,9.61591,9.96472,9.78381,-0.143205,0.16221,0.0402914,9.79244,8.91,-0.000355705,other
0.239868,0.556198,0.419756,9.61591,9.96472,9.78509,-0.143205,0.16221,0.0432152,9.79444,0.495,-9.18283e-05,other
0.30975,0.574301,0.434718,9.61591,9.96472,9.78765,-0.102351,0.155924,0.0398377,9.79759,2.94,-0.000817871,other
0.305552,0.585824,0.434796,9.61681,9.93838,9.78711,-0.134222,0.135124,0.0424884,9.7971,6.37,-0.00105442,other
0.269945,0.585824,0.431949,9.58688,9.94676,9.78563,-0.134222,0.126593,0.0455649,9.79551,6.435,-0.00117692,other
0.269945,0.594954,0.433715,9.58688,9.94676,9.77982,-0.123455,0.154277,0.0487142,9.78983,10.5,-0.00187009,other
0.269945,0.594954,0.428387,9.65318,9.89872,9.77868,-0.123455,0.154277,0.0588147,9.78856,4.5,-0.00261784,other
0.287597,0.671562,0.454467,9.5574,10.0228,9.78186,-0.123455,0.30062,0.0696458,9.79302,3.88,-0.00350464,other
0.296874,0.671562,0.451323,9.5574,10.0228,9.77798,-0.111481,0.30062,0.0678965,9.78892,3.84,-0.00379788,other
0.296874,0.578939,0.435518,9.5574,9.98686,9.78559,-0.046689,0.19213,0.0567679,9.79566,3.84,-0.00310176,other
0.320076,0.583735,0.447656,9.59601,9.98447,9.78222,-0.046689,0.145451,0.0586203,9.79285,9.9,-0.00314068,other
0.320076,0.623834,0.46512,9.50219,10.0144,9.77905,-0.0728725,0.21293,0.0664806,9.7906,10.185,-0.00370748,other
0.31783,0.623834,0.457566,9.50219,10.0144,9.78087,-0.102351,0.221765,0.0707733,9.79221,4.41,-0.00367987,other
0.309897,0.61441,0.44068,9.59631,9.97519,9.78067,-0.102351,0.221765,0.0638662,9.79115,4.545,-0.00297201,other
0.309897,0.604231,0.440413,9.59826,9.91863,9.78311,-0.0472872,0.221765,0.0570573,9.79346,4.5,-0.0028186,other
0.327107,0.604231,0.44972,9.53271,9.99404,9.77523,-0.0553678,0.212331,0.0610966,9.786,2.97,-0.00315469,other
0.277123,0.604231,0.447562,9.53271,9.99404,9.77283,-0.0570153,0.212331,0.0634631,9.78358,3.84,-0.00332905,other
0.277123,0.700001,0.446538,9.53271,10.0529,9.78282,-0.198416,0.260815,0.0637587,9.79356,11.52,-0.00277333,other
-0.401029,0.700001,0.431116,9.5812,10.0772,9.78413,-0.198416,0.424967,0.073254,9.79445,9.7,-0.00319399,other
-0.401029,1.30543,0.545353,9.42079,10.1576,9.77036,-0.551412,0.424967,0.141147,9.79072,0.505,-0.00113839,other
-0.401029,1.30543,0.59239,9.42079,10.1576,9.77966,-0.950186,0.424967,0.339425,9.81051,0.49,-0.0157562,other
-0.0582117,1.30543,0.59439,9.25829,10.0072,9.75132,-0.950186,0.0558189,0.403238,9.78284,0.49,-0.0240474,other
-0.339669,1.17704,0.501588,8.95048,9.98641,9.52205,-0.699844,0.028135,0.320755,9.5443,4.5,-0.0187511,other
-0.339669,1.17704,0.428128,8.95048,9.75118,9.25743,-0.591815,0.116266,0.226593,9.273,0.515,-0.0122355,other
0.0567113,0.687724,0.398175,8.97562,9.30841,9.13345,-0.470901,0.116266,0.141538,9.14455,0.495,-0.00757518,other
0.273534,0.599592,0.420945,8.97562,9.90905,9.31625,-0.258569,0.116266,0.0968826,9.32671,0.95,-0.00512359,other
0.322616,0.599592,0.448299,8.97562,9.90905,9.58271,-0.258569,0.0981636,0.0967226,9.59405,0.485,-0.005426,other
0.202005,0.709573,0.484434,9.59826,9.90905,9.76744,-0.250342,0.241957,0.106345,9.78078,0.485,-0.000358766,other
0.202005,1.55113,0.588091,9.54678,9.97983,9.7575,-0.714211,0.371698,0.128479,9.77963,0.49,-0.000882627,other
0.222805,6.37001,1.30562,7.90183,15.8846,9.91923,-15.0987,4.45676,0.675868,10.1789,2.88,-0.0070054,other
-7.4426,8.82643,2.30807,4.74421,18.936,9.59776,-15.0987,14.3408,2.14213,10.5524,6.24,0.00177257,other
-19.1715,15.6786,4.10885,0.379327,18.936,9.8826,-16.99,20.3315,3.93589,12.2456,6.86,0.000833593,other
-19.1715,15.6786,4.13147,0.379327,19.0147,10.2038,-16.99,20.3315,3.80662,12.5699,1.96,0.0143403,other
-19.1715,15.6786,3.55698,0.379327,19.0147,10.5193,-16.99,20.3315,3.78196,12.7211,1.98,0.00903154,other
-9.7238,10.9571,2.81952,1.63941,19.0659,10.5912,-18.9713,20.3022,3.78631,12.3566,1.96,0.0068563,other
-15.5629,10.9571,2.92955,0.504576,19.0659,10.7076,-19.0075,20.2869,4.08438,12.6527,1.96,0.0163685,other
-15.5629,10.8027,2.65217,0.504576,19.021,10.3311,-19.0075,20.343,3.56719,12.0096,1.92,0.000332209,other
-15.5629,10.8027,2.39415,0.504576,18.9487,10.0775,-19.0075,20.343,3.02187,11.526,2.88,0.0123515,other
-7.51682,12.1293,2.6288,1.72964,19.1284,10.1181,-11.602,20.3745,2.90631,11.4918,1.92,-0.004792,other
-6.50453,12.1293,2.65079,-1.02097,19.2067,10.3214,-15.2473,20.3745,3.23763,11.807,1.92,-0.00760892,other
-8.07152,10.4841,2.50473,-1.02097,19.2067,10.3331,-15.2473,20.3502,3.394,11.9158,1.92,-0.0204897,other
-8.3859,8.09128,2.21854,0.0523768,19.1938,10.043,-15.0758,20.2718,3.16049,11.4375,1.9,-0.0293617,other
-8.3859,8.09128,2.02593,0.0523768,19.1453,9.98477,-15.0758,20.2718,2.86551,11.1993,1.86,-0.00985149,other
-9.76825,8.09128,2.25378,0.0523768,19.2655,9.83761,-10.1759,20.2718,3.29878,11.327,8.64,-0.0715229,other
-9.76825,5.54342,1.99498,1.13229,19.2655,9.43971,-10.0898,20.185,3.22506,10.6329,8.415,-0.113694,other
-7.41447,3.34482,1.66246,3.28811,15.1878,9.34474,-3.94874,7.80981,2.04207,9.94675,0.495,-0.0939344,other
-5.20239,3.34482,1.74646,6.89853,15.1878,9.8481,-4.92018,7.80981,1.62614,10.3009,4.455,-0.0505524,other
-5.20239,3.30442,1.45077,6.89853,14.414,9.92677,-4.92018,6.73901,1.13954,10.23,3.57,-0.026158,other
-4.41681,3.23289,1.09749,8.03142,12.7228,9.75262,-4.92018,2.64063,1.1962,9.96209,0.51,-0.0377415,other
-3.03791,1.30947,1.4913,8.82793,10.0436,9.53428,-0.585225,2.50835,1.07404,9.77297,0.505,-0.0602479,other
-4.1114,4.84582,1.77449,7.8107,11.3884,9.59841,-3.77442,5.19058,1.19515,9.91861,1.01,-0.0423507,other
-4.1114,5.71326,1.93961,5.90225,15.3115,9.91892,-4.16872,13.5371,1.74597,10.4618,1.515,-0.0376311,other
-10.5152,5.71326,2.14449,4.8087,15.3115,10.1986,-5.85137,13.5371,2.08221,10.9649,3.09,-0.0208635,other
-10.5152,9.96023,2.32519,4.8087,17.3744,9.66787,-5.85137,20.3378,2.19813,10.6102,2.475,-0.0301395,other
-6.66524,9.96023,1.54179,5.23531,17.3744,9.88983,-3.80494,20.3378,1.57434,10.3922,2.45,-0.0411253,other
-4.6679,5.43628,1.18711,6.82954,12.9453,9.66158,-3.80494,8.09007,1.54537,10.0075,0.49,-0.0534187,other
-2.52167,5.43628,1.30548,6.82954,12.9453,9.53778,-3.17752,8.09007,1.41802,9.86787,0.495,-0.0556725,other
-2.52167,5.96016,1.47592,6.82954,14.0335,9.77429,-3.17752,6.55316,1.05117,10.049,6.12,-0.0145804,other
-1.83798,5.96016,1.56282,6.85707,14.0335,9.61564,-2.71081,5.23098,1.46909,9.96379,0.525,-0.0394954,other
-1.25171,3.62837,1.36988,6.97454,13.9169,9.57851,-2.71081,5.23098,1.33833,9.87573,0.525,-0.0361993,other
-9.52104,3.62837,1.59571,6.83658,13.9169,9.5051,-2.71081,5.69485,1.60324,10.0051,0.525,-0.0568784,other
-9.52104,5.33168,2.02686,6.05892,12.9471,9.06364,-3.15688,5.69485,2.26584,9.86885,1.05,-0.115786,other
-9.52104,8.67605,3.48516,3.52543,12.9471,7.72429,-3.15688,10.0005,3.84053,9.80406,0.525,-0.206516,other
2.33881,8.67605,5.12825,-0.78828,10.0183,4.89611,0.82225,10.0005,5.61922,9.5796,0.525,-0.316386,other
3.35618,8.67605,5.83112,-0.78828,6.37226,2.66054,4.65728,10.0005,6.82625,9.48861,2.04,-0.397801,other
5.06668,7.17835,5.926,1.71572,3.13787,2.08787,6.00788,7.75743,7.01054,9.4253,2.02,-0.413842,other
