@RELATION appcontest 
 
@ATTRIBUTE acc_magx_min NUMERIC 
@ATTRIBUTE acc_magx_max NUMERIC 
@ATTRIBUTE acc_magx_abs_mean NUMERIC 
@ATTRIBUTE acc_magy_min NUMERIC 
@ATTRIBUTE acc_magy_max NUMERIC 
@ATTRIBUTE acc_magy_abs_mean NUMERIC 
@ATTRIBUTE acc_magz_min NUMERIC 
@ATTRIBUTE acc_magz_max NUMERIC 
@ATTRIBUTE acc_magz_abs_mean NUMERIC 
@ATTRIBUTE acc_mag_mean NUMERIC 
@ATTRIBUTE acc_magz_peakfreq NUMERIC 
@ATTRIBUTE acc_magz_spectralslope NUMERIC 
@ATTRIBUTE class {left2right,right2left,other} 
 
@DATA 
-0.110128,0.172085,0.0492328,2.3873,2.92913,2.66639,9.02156,9.20621,9.10482,9.48774,9.12,-0.566108,other
-0.130329,0.27324,0.0636146,2.53334,2.92913,2.68151,9.02156,9.17898,9.0979,9.48543,2.45,-0.554127,other
-0.130329,0.27324,0.0525705,2.5706,2.85146,2.69162,9.03039,9.17898,9.09946,9.48961,3.5,-0.54315,other
-0.103851,0.146941,0.0395666,2.54875,2.87361,2.69225,8.95363,9.19574,9.10052,9.49068,8.5,-0.543203,other
-0.130035,0.157572,0.0453789,2.50401,2.87361,2.68777,8.95363,9.23449,9.10248,9.49142,8.33,-0.554389,other
-0.130035,0.259619,0.0625614,2.50326,2.87361,2.6763,8.9849,9.23449,9.10061,9.48663,8.5,-0.543179,other
-0.130035,0.302414,0.0962884,2.49114,2.85326,2.65433,8.9849,9.23449,9.10611,9.48604,8.415,-0.549002,other
-0.0342641,0.33354,0.12335,2.25277,2.86643,2.63426,8.99298,9.22641,9.11289,9.48766,0.96,-0.56658,other
-0.0342641,0.603485,0.214926,2.25277,2.86643,2.62107,8.9011,9.31021,9.1154,9.48866,7.05,-0.578731,other
0.0172105,0.603485,0.236063,2.25277,2.78757,2.58408,8.9011,9.31021,9.12266,9.48554,6.72,-0.56713,other
0.0447375,0.730676,0.261773,2.37726,3.21643,2.67401,8.9011,9.31021,9.09494,9.486,0.495,-0.548244,other
0.0447375,0.730676,0.314878,2.37726,3.21643,2.78043,8.91128,9.20711,9.06212,9.48645,0.49,-0.551871,other
0.137517,0.730676,0.349615,2.57015,3.21643,2.79725,8.92265,9.20157,9.05977,9.48932,8.33,-0.55175,other
0.137517,0.442923,0.318834,2.57015,2.91237,2.74868,8.94899,9.20157,9.0635,9.47694,7.84,-0.551998,other
0.212184,0.496643,0.352864,2.61684,2.97401,2.78453,8.93223,9.17134,9.05176,9.47745,7.76,-0.556975,other
0.241957,0.529564,0.389046,2.61684,2.97401,2.81401,8.93223,9.13423,9.0441,9.48017,9.215,-0.556513,other
0.260364,0.555149,0.408475,2.66352,2.94694,2.83062,8.93223,9.15309,9.04518,9.48689,8.82,-0.550903,other
0.21443,0.585078,0.388787,2.64856,3.02609,2.82144,8.95856,9.18346,9.04624,9.48472,4.32,-0.562438,other
0.21443,0.585078,0.368207,2.64856,3.02609,2.83005,8.95901,9.18346,9.04493,9.48518,4.23,-0.574321,other
0.228493,0.585078,0.383167,2.70303,3.02041,2.85239,8.95901,9.18346,9.0381,9.48564,9.025,-0.567849,other
0.287754,0.506969,0.38157,2.70198,2.93781,2.8205,8.92116,9.20142,9.04232,9.47993,9.6,-0.562191,other
0.289842,0.499938,0.390662,2.70198,2.9191,2.80925,8.92116,9.20142,9.05246,9.4866,9.9,-0.545778,other
0.259619,0.499938,0.385001,2.70198,2.92823,2.80117,8.97861,9.16177,9.05314,9.48466,10.395,-0.54584,other
0.248096,0.574899,0.391142,2.71006,3.02489,2.82935,8.94913,9.16177,9.04546,9.48612,10.5,-0.539914,other
0.248096,0.574899,0.403074,2.6532,3.02489,2.85058,8.94913,9.12675,9.03709,9.48498,10.395,-0.544864,other
0.248096,0.565622,0.404679,2.6532,2.96743,2.8509,8.94913,9.11523,9.03263,9.48086,9.09,-0.533803,other
0.249145,0.565622,0.410811,2.6532,2.96743,2.85301,8.94136,9.11568,9.03167,9.48081,6.63,-0.528515,other
0.306906,0.563828,0.42483,2.74014,2.92658,2.85445,8.94136,9.14307,9.03323,9.48323,6.63,-0.528606,other
0.190786,0.657647,0.400935,2.57135,3.04255,2.84702,8.91966,9.15338,9.0357,9.48278,8.16,-0.56177,other
0.190786,0.657647,0.396933,2.57135,3.04255,2.84246,8.91966,9.15338,9.03984,9.48522,11.5,-0.586459,other
0.277721,0.657647,0.415758,2.70392,3.02968,2.83582,8.94241,9.12481,9.04102,9.48482,5.98,-0.586563,other
0.289244,0.527612,0.411425,2.6924,2.96714,2.81814,8.94241,9.12555,9.04401,9.48211,6.175,-0.568235,other
0.249439,0.618597,0.41669,2.6924,3.06545,2.84986,8.93312,9.12555,9.03542,9.48391,0.48,-0.561778,other
0.249439,0.618597,0.437128,2.6924,3.06545,2.88192,8.93312,9.1076,9.02493,9.48443,9.6,-0.561128,other
0.249439,0.582686,0.445666,2.74807,2.96504,2.86465,8.93312,9.12555,9.02594,9.48035,9.215,-0.555402,other
0.306151,0.647625,0.445941,2.74807,3.03013,2.87664,8.91188,9.12555,9.02476,9.48298,3.36,-0.561102,other
0.306151,0.647625,0.445914,2.74807,3.03013,2.88581,8.91188,9.12555,9.01977,9.481,7.68,-0.560786,other
0.325911,0.647625,0.466632,2.81511,3.01097,2.89996,8.91188,9.10595,9.0151,9.48173,7.05,-0.57245,other
0.218019,0.670523,0.457068,2.62612,3.04509,2.89173,8.93986,9.1058,9.0197,9.48342,2.35,-0.572746,other
0.218019,0.670523,0.450233,2.62612,3.04509,2.88786,8.93252,9.1058,9.0234,9.48547,3.88,-0.555255,other
0.218019,0.670523,0.448864,2.76438,3.00724,2.89417,8.90304,9.12586,9.02295,9.48675,10.395,-0.544002,other
0.27832,0.564132,0.435066,2.76782,3.00229,2.88924,8.90304,9.12586,9.02289,9.48452,9.5,-0.538548,other
0.27832,0.564132,0.424227,2.76782,2.99392,2.89126,8.90304,9.12586,9.02163,9.48341,9,-0.538477,other
0.296579,0.554403,0.421119,2.74956,2.99392,2.87536,8.92101,9.09593,9.02715,9.48362,6.93,-0.544264,other
0.325607,0.545421,0.427238,2.74956,2.97492,2.86434,8.9415,9.12586,9.03136,9.4845,10.67,-0.55576,other
0.325607,0.508313,0.420195,2.76782,2.94754,2.85649,8.95078,9.12586,9.03207,9.48243,6.79,-0.555796,other
0.278624,0.544371,0.412157,2.72218,2.94754,2.85548,8.95078,9.10625,9.03134,9.48116,6.86,-0.550083,other
0.238074,0.563975,0.413141,2.72218,3.01217,2.86888,8.9213,9.11658,9.02743,9.48166,9.5,-0.538835,other
0.238074,0.563975,0.407516,2.72218,3.01217,2.87708,8.9213,9.11658,9.02787,9.48435,9.5,-0.538863,other
0.285361,0.526867,0.407784,2.74088,3.01217,2.87098,8.91172,9.12346,9.02767,9.48226,7.5,-0.538853,other
0.285361,0.526867,0.423722,2.65664,2.98704,2.85935,8.91172,9.12346,9.02778,9.47961,8,-0.538848,other
0.30062,0.546176,0.444988,2.65664,2.98345,2.84654,8.93103,9.11687,9.03312,9.48178,3.88,-0.555845,other
0.25752,0.613056,0.438668,2.70048,3.0053,2.84908,8.90215,9.12466,9.03303,9.48232,3.395,-0.555836,other
0.25752,0.613056,0.43649,2.70048,3.0053,2.85107,8.90215,9.13573,9.03205,9.48184,6.65,-0.567477,other
0.25752,0.613056,0.433782,2.69016,3.0053,2.84283,8.90215,9.13573,9.03315,9.48033,8.82,-0.550171,other
0.285361,0.582686,0.43378,2.69016,2.97522,2.84412,8.93178,9.1266,9.03634,9.48367,8.73,-0.556045,other
0.285361,0.582686,0.427826,2.69016,2.97522,2.85264,8.95033,9.11598,9.03536,9.48502,7.425,-0.54476,other
0.323518,0.58193,0.43433,2.70961,2.97522,2.85283,8.95033,9.11598,9.03415,9.48413,8.415,-0.544683,other
0.323518,0.583284,0.45188,2.70961,2.96653,2.858,8.95109,9.10685,9.0309,9.48341,8.33,-0.550048,other
0.326352,0.697903,0.483526,2.70961,3.02983,2.87991,8.86653,9.1082,9.02538,9.48637,9.5,-0.567059,other
0.271592,0.697903,0.467336,2.53109,3.09702,2.84226,8.86653,9.15398,9.02956,9.47882,9.215,-0.555614,other
0.271592,0.697903,0.479277,2.53109,3.11587,2.83567,8.86653,9.15398,9.03025,9.47824,9.215,-0.555654,other
0.281164,0.632366,0.472902,2.53109,3.11587,2.83152,8.93297,9.1085,9.03199,9.4779,7,-0.539112,other
0.308553,0.640887,0.472124,2.71979,2.97401,2.84856,8.95168,9.1082,9.02892,9.4797,6.06,-0.533598,other
0.246301,0.701198,0.474595,2.53364,2.97401,2.83548,8.9213,9.20172,9.03736,9.48444,0.5,-0.539397,other
-0.183608,0.701198,0.371502,2.10942,2.97401,2.6496,8.9213,9.28358,9.08986,9.48067,0.485,-0.559269,other
-0.370795,0.701198,0.227514,2.00317,2.86284,2.44309,8.97397,9.33145,9.15819,9.48568,0.48,-0.569334,other
-0.569966,0.414346,0.15561,1.60065,2.67699,2.29001,9.02934,9.40657,9.19755,9.48316,2,-0.548904,other
-0.569966,0.414346,0.178779,1.60065,2.61773,2.26315,9.02904,9.40657,9.20972,9.48863,2,-0.549646,other
-0.569966,0.414346,0.157603,1.80865,2.58392,2.16896,9.02904,9.35001,9.22552,9.48067,3.88,-0.567654,other
-0.219069,0.224599,0.0818489,1.83723,2.3665,2.11805,9.13439,9.35001,9.23814,9.47891,1.38,-0.599369,other
-0.176126,0.130633,0.0476913,1.93838,2.33417,2.10575,9.19244,9.31155,9.24085,9.47817,4.65,-0.593115,other
-0.15562,0.0896319,0.0397419,2.01395,2.23048,2.11911,9.18406,9.29135,9.23394,9.47423,0.94,-0.586375,other
-0.15562,0.0896319,0.0420516,2.0331,2.25023,2.13353,9.17478,9.2909,9.23182,9.47541,19.68,-0.574026,other
-0.15562,0.0896319,0.0513568,2.0349,2.25023,2.14506,9.17478,9.2909,9.23214,9.47835,4.9,-0.562327,other
-0.138115,0.0336659,0.0522861,2.08069,2.21267,2.14525,9.16551,9.28971,9.23013,9.47638,8.415,-0.556533,other
-0.129133,0.0335188,0.0492285,2.08069,2.24139,2.14156,9.16551,9.28971,9.2331,9.47842,5,-0.551142,other
-0.129133,0.0335188,0.0516816,2.05241,2.24139,2.1388,9.17404,9.2716,9.23155,9.47632,10.29,-0.562293,other
-0.109686,0.024536,0.0519186,2.05241,2.24139,2.13822,9.17434,9.29001,9.23191,9.47654,3.465,-0.556642,other
-0.120013,0.0243889,0.0537546,2.06184,2.21342,2.14087,9.18406,9.29075,9.23212,9.47733,2.94,-0.562336,other
-0.120013,0.0053838,0.058318,2.06184,2.24125,2.14217,9.18391,9.29075,9.23359,9.47908,4.365,-0.568222,other
-0.156817,0.0342641,0.0663647,2.06289,2.24125,2.14281,9.18302,9.29016,9.23372,9.47942,4.365,-0.568224,other
-0.157121,0.0342641,0.0757956,2.06289,2.24139,2.14443,9.18302,9.29016,9.2309,9.47711,4.41,-0.56225,other
-0.157121,-0.0233396,0.0824044,2.08144,2.24139,2.14614,9.18362,9.29016,9.23062,9.47727,11.88,-0.556553,other
-0.159209,-0.0151119,0.0857029,2.0153,2.25127,2.15144,9.18377,9.28985,9.22852,9.4765,10.395,-0.556434,other
-0.24331,0.0333717,0.0928703,2.0153,2.26908,2.15229,9.16222,9.28985,9.22745,9.4758,1.44,-0.573748,other
-0.24331,0.102655,0.0924137,1.98612,2.27103,2.14504,9.16222,9.29061,9.22874,9.47552,1.425,-0.579871,other
-0.24331,0.102655,0.0858448,1.98612,2.27103,2.13219,9.16222,9.29061,9.22922,9.47299,2.85,-0.579897,other
-0.215626,0.0532692,0.0830292,2.01305,2.2399,2.12898,9.17464,9.30078,9.22978,9.47273,2.4,-0.573888,other
-0.215626,0.0532692,0.0761602,2.01305,2.2399,2.13338,9.17464,9.30078,9.23185,9.47565,1.94,-0.568105,other
-0.175371,-0.0133173,0.0778901,2.04418,2.2417,2.13551,9.17464,9.2903,9.23088,9.47511,6.435,-0.556579,other
-0.175371,-0.0230454,0.0841584,2.05465,2.2417,2.13635,9.17418,9.2903,9.23089,9.47536,4.5,-0.551012,other
-0.206497,0.0064331,0.095791,2.05465,2.23422,2.14198,9.17418,9.2903,9.23009,9.476,5,-0.550959,other
-0.244507,0.0064331,0.102991,2.04283,2.25367,2.14477,9.17269,9.30991,9.23263,9.47926,2.97,-0.556673,other
-0.244507,0.0064331,0.113983,2.04283,2.25367,2.14489,9.16431,9.30991,9.23447,9.48125,3.43,-0.562461,other
-0.308553,0.0531221,0.118255,1.99809,2.28883,2.1467,9.13409,9.30138,9.23337,9.48073,5.88,-0.562399,other
-0.308553,0.0809531,0.11757,1.96068,2.28883,2.1443,9.13409,9.30138,9.2332,9.48018,4.41,-0.562382,other
-0.349996,0.0809531,0.112517,1.96068,2.2815,2.14473,9.16072,9.30842,9.23161,9.47875,2.525,-0.545582,other
-0.349996,0.0809531,0.106672,1.96652,2.29826,2.14971,9.15414,9.30842,9.23267,9.48084,1.515,-0.545647,other
-0.349996,0.119414,0.115814,1.92102,2.44026,2.15004,9.15414,9.33041,9.22848,9.47719,2.475,-0.556417,other
-0.273387,0.119414,0.0941897,1.92102,2.44026,2.15354,9.16237,9.33041,9.22867,9.47773,2.94,-0.562106,other
-0.253931,0.133026,0.0876512,1.90771,2.34749,2.14472,9.16237,9.30991,9.23164,9.47867,2.94,-0.562283,other
-0.2276,0.133026,0.0873198,1.89439,2.42126,2.14701,9.16342,9.30991,9.23437,9.48202,2.88,-0.574166,other
-0.235377,0.170134,0.0976163,1.89439,2.42126,2.15829,9.13394,9.30991,9.23028,9.48057,3.325,-0.579951,other
-0.252283,0.170134,0.0927158,1.86282,2.35483,2.14313,9.12541,9.30946,9.23114,9.47776,3.84,-0.57395,other
-0.290597,0.0716761,0.0838689,1.86282,2.35483,2.14234,9.12541,9.30946,9.2296,9.47597,2.45,-0.56215,other
-0.300316,0.107137,0.0997879,1.94123,2.35123,2.14631,9.14262,9.31081,9.22598,9.47353,2.5,-0.550691,other
-0.357635,0.200211,0.116575,1.9339,2.35123,2.14805,9.11269,9.33071,9.22959,9.47783,2.525,-0.545444,other
-0.372149,0.200211,0.123206,1.89798,2.49668,2.12998,9.11269,9.33924,9.23307,9.47766,1.5,-0.551093,other
-0.372149,0.15966,0.105635,1.78816,2.49668,2.11327,9.11269,9.33924,9.2356,9.47624,1.53,-0.540443,other
-0.372149,0.152325,0.0921796,1.78816,2.39702,2.12056,9.15084,9.32158,9.23475,9.47643,8,-0.551225,other
-0.273534,0.158317,0.0941848,1.98701,2.34555,2.15627,9.14426,9.33041,9.22585,9.47546,2.45,-0.56193,other
-0.307357,0.338326,0.128124,1.85324,2.35393,2.16157,9.13559,9.3343,9.22071,9.47243,2.375,-0.579333,other
-0.307357,0.338326,0.136372,1.85324,2.35393,2.15474,9.13559,9.3343,9.2246,9.47482,2.88,-0.573538,other
-0.290597,0.175969,0.0948702,1.93659,2.35393,2.16665,9.13559,9.31125,9.22257,9.4747,1.9,-0.579456,other
-0.214283,0.175969,0.074654,1.9942,2.30544,2.19716,9.13394,9.29973,9.21621,9.47514,3.88,-0.567123,other
-0.272191,0.165799,0.0780031,1.9942,2.43861,2.19138,9.13394,9.29973,9.21703,9.47482,1.98,-0.555719,other
-0.373041,0.265601,0.117496,1.89515,2.43861,2.14443,8.99403,9.38008,9.21878,9.46665,1.485,-0.555773,other
-0.373041,1.19619,0.359714,1.89515,2.55758,2.1884,8.99403,9.38203,9.21328,9.4835,0.495,-0.555414,other
-0.795615,2.45778,0.714415,1.53242,2.84638,2.19022,8.83301,9.48169,9.18885,9.49159,1.485,-0.553864,other
-0.795615,2.45778,0.652142,1.53242,2.84638,2.18738,8.83301,9.49007,9.18148,9.47968,1.47,-0.559025,other
-1.23136,2.45778,0.675772,1.66246,2.84638,2.21427,8.84169,9.49396,9.20797,9.51458,0.93,-0.59072,other
-2.39657,3.45045,0.774145,0.155767,6.10994,2.11841,7.47297,13.0186,9.28585,9.6004,6.975,-0.593989,other
-3.57929,5.74857,1.46088,0.155767,12.2856,4.67707,-5.06862,13.0186,7.26215,9.92194,0.48,-0.429379,other
-4.05798,5.74857,1.73642,0.155767,15.7532,7.65369,-5.06862,17.9545,4.43574,10.2298,0.49,-0.204954,other
-5.02389,5.74857,1.88439,4.38329,19.1274,9.88552,-8.18914,20.2422,2.74249,10.8646,3.43,-0.0290328,other
-5.02389,7.20363,1.7149,3.02041,19.1274,10.0178,-8.18914,20.3017,2.64795,10.8765,1.94,-0.00774422,other
-5.70547,7.41057,2.35757,3.02041,19.1274,10.2604,-8.18914,20.3017,3.12016,11.3905,1.96,-0.0144211,other
-6.89494,7.41057,1.93474,3.02041,19.2667,9.87844,-6.7833,20.3017,2.78582,10.7712,4.545,0.00846967,other
-6.89494,7.41057,1.93352,3.61431,19.2667,10.0129,-5.52546,20.2501,2.61604,10.8624,1.98,0.00555133,other
-3.69616,4.53038,1.58981,3.49565,19.1364,9.73173,-5.01445,20.2501,2.3279,10.3977,4.545,0.0108836,other
-3.9661,6.46862,1.99051,3.49565,19.1364,10.1566,-9.58958,20.2535,2.86526,11.1181,4.545,-0.0159555,other
-3.9661,7.41746,1.68174,3.49565,19.1364,9.68613,-9.58958,20.2535,2.64344,10.5242,4.365,0.00265959,other
-3.54608,7.41746,1.38854,4.43207,16.1567,9.87518,-7.57547,17.6167,2.33732,10.5296,4.85,-0.0301111,other
-2.23616,4.40304,1.17305,5.93637,14.3652,9.96297,-6.32706,15.1909,1.40998,10.3172,4.85,-0.0232084,other
-2.23616,4.40304,1.00554,5.93637,14.0632,9.77193,-6.32706,15.1909,1.37115,10.0983,0.49,-0.0409309,other
-2.80583,2.24454,0.861748,7.16383,11.8863,9.68588,-2.18468,4.20014,0.954355,9.84616,0.48,-0.0397841,other
-3.658,5.55569,1.27831,6.43869,11.9475,9.67989,-3.56552,10.2218,1.48934,10.0405,0.485,-0.056109,other
-3.658,5.55569,1.37996,6.43869,11.9475,9.79418,-3.56552,10.2218,1.01016,10.0891,1.98,-0.025622,other
-2.74867,5.55569,1.0352,6.43869,11.9392,9.61697,-1.41885,10.2218,0.815615,9.83009,0.495,-0.0279008,other
-1.27325,2.33298,0.711595,9.15593,10.6108,9.77624,-1.41885,0.976075,0.53965,9.83322,0.485,-0.0208958,other
-1.27325,0.206349,0.591448,9.15593,10.6108,9.70935,-0.185697,1.32458,0.824067,9.77005,0.485,-0.0499264,other
-0.996424,-0.251538,0.509271,9.57701,10.0098,9.7015,0.659598,1.40343,1.14045,9.78452,0.49,-0.0691191,other
-0.568172,-0.242859,0.393928,9.57701,9.7859,9.67964,1.09339,1.44264,1.31353,9.77685,0.485,-0.0806723,other
-0.528661,-0.224452,0.352485,9.57701,9.78381,9.6724,1.22881,1.44264,1.35103,9.77292,0.97,-0.0830174,other
-0.528661,-0.02484,0.311304,9.58853,9.8082,9.67618,1.08935,1.44264,1.32022,9.77139,0.97,-0.081074,other
-0.426163,0.7401,0.250945,8.96171,10.199,9.67273,0.444266,3.07817,1.40918,9.78458,0.485,-0.0859738,other
-1.43262,3.92481,0.483581,8.38785,11.6872,9.64971,-0.430204,3.07817,1.50047,9.80869,1.47,-0.0891186,other
-1.43262,3.92481,0.732756,8.38785,11.6872,9.65527,-0.430204,3.07817,1.32797,9.81349,0.495,-0.0775811,other
-0.416582,3.59141,0.970287,9.35614,10.1539,9.64185,-0.0484836,2.63614,1.12844,9.78034,0.48,-0.0691426,other
-0.416582,2.56836,1.09304,9.35614,10.1539,9.59324,-0.0484836,1.75478,1.24832,9.75078,0.49,-0.0751729,other
0.695657,1.63553,1.0918,9.38203,9.68311,9.54875,1.03084,1.85025,1.48082,9.72698,1.96,-0.0898194,other
0.695657,1.419,1.06145,9.38203,9.69043,9.56216,1.20263,1.85025,1.43361,9.72926,0.485,-0.0878705,other
0.800401,1.39177,1.0921,9.40702,9.69043,9.56855,1.19185,1.69268,1.39986,9.73331,1.425,-0.0876764,other
0.737404,1.46733,1.08655,9.4353,9.73428,9.59244,0.604535,1.62953,1.24752,9.73813,0.475,-0.0779318,other
0.677554,1.65408,1.08113,9.44996,9.75567,9.61706,0.604535,1.62953,1.09562,9.74427,0.475,-0.068373,other
0.677554,1.98492,1.09239,9.44996,9.81867,9.63295,0.604535,1.50175,0.970756,9.74785,3.43,-0.058728,other
0.480482,1.98492,1.0784,9.40388,9.81867,9.62008,0.660942,1.6867,1.08702,9.74718,0.495,-0.0650478,other
0.480482,1.6466,1.06543,9.33325,9.81164,9.58337,0.660942,1.99913,1.34729,9.74422,0.495,-0.0806121,other
0.480482,1.6828,1.03756,9.26876,9.87643,9.53868,0.660942,2.73684,1.62282,9.73852,1.92,-0.100202,other
-0.714358,2.94589,1.24954,8.56682,10.2914,9.48579,-0.397734,3.64424,1.64088,9.74353,0.47,-0.102382,other
-3.04884,3.54876,1.59213,7.99326,14.8313,9.65543,-3.56688,6.50932,1.50468,9.98458,0.465,-0.0821741,other
-5.118,3.54876,1.91728,6.69068,16.4607,9.8611,-4.54774,8.78723,1.57935,10.34,1.94,-0.0332195,other
-5.118,6.37764,1.85138,3.7822,19.0401,10.0877,-4.77279,20.2742,2.56739,10.8812,2.5,-0.0304825,other
-3.67551,6.37764,2.04303,3.7822,19.1093,10.1635,-4.77279,20.2742,2.88533,11.1351,1.98,-0.03732,other
-3.67551,6.37764,2.13269,4.01189,19.1093,10.6132,-5.72852,20.2742,3.22952,11.6944,1.96,-0.0346611,other
-5.27287,6.20496,2.11631,0.809835,19.1319,9.98112,-6.74545,20.2612,2.99253,11.0582,1.98,0.00673292,other
-7.44679,6.20496,2.31749,0.809835,19.1319,10.0959,-6.74545,20.2612,3.15416,11.3359,1.96,-0.019471,other
-7.44679,6.08495,2.22915,5.46411,16.7657,9.97097,-6.17473,19.0553,2.85278,11.0311,4.365,-0.0415909,other
-7.44679,7.0136,2.45563,5.10379,17.3618,10.3029,-6.17473,19.0553,2.68971,11.3262,4.365,-0.0103912,other
-6.0031,7.0136,2.16693,4.8114,19.1199,9.84034,-4.84926,20.2838,2.74783,10.8203,4.5,0.00677821,other
-4.99231,6.75532,1.63883,4.8114,19.1199,9.97027,-4.85001,20.2838,2.34785,10.6126,2.5,-0.0108782,other
-7.50245,4.50225,1.56972,5.49598,15.1914,9.60666,-4.85001,7.74277,2.43497,10.2071,0.485,-0.0685417,other
-7.50245,2.69839,1.13733,5.49598,15.1914,9.18059,-4.85001,7.74277,2.97942,9.804,0.95,-0.16381,other
-2.19097,2.10358,0.703596,8.14963,10.1657,9.24042,0.254676,4.69977,2.90653,9.73373,3.36,-0.17918,other
-0.965896,-0.463418,0.689285,9.04879,9.36153,9.22029,2.53693,3.30127,2.98654,9.71922,0.485,-0.18344,other
-1.06377,-0.465223,0.804362,8.95572,9.45924,9.18043,2.67145,3.39674,3.08822,9.72142,0.475,-0.19371,other
-1.69597,-0.74115,0.934824,8.55874,9.45924,9.13846,2.87556,3.57525,3.16327,9.71669,3.76,-0.200599,other
-1.69597,-0.838264,1.02966,8.55874,9.29719,9.1147,2.87556,3.57525,3.20216,9.71686,2.85,-0.20092,other
-1.69597,0.138263,0.976783,8.55874,9.62594,9.18541,1.96577,3.57525,3.00601,9.72427,0.47,-0.190269,other
-1.30498,0.432743,0.602423,8.85008,9.6445,9.33557,1.95858,3.35529,2.63436,9.73855,0.47,-0.166581,other
-0.880461,0.432743,0.289048,8.89557,9.6445,9.36333,1.95858,3.30007,2.61848,9.7387,0.475,-0.1639,other
-0.721997,0.432743,0.33894,8.89557,9.5613,9.24294,1.99091,3.59605,2.93509,9.71395,0.47,-0.185598,other
-0.721997,0.397881,0.334726,8.98609,9.36932,9.17153,2.64018,3.59605,3.14758,9.7051,1.92,-0.195332,other
-0.721997,0.397881,0.331909,8.98609,9.36932,9.14916,2.66861,3.59605,3.19407,9.69887,5.88,-0.194146,other
-1.26323,-0.0386084,0.425725,8.3898,10.4685,9.14394,1.87375,5.27722,3.24861,9.72502,2.94,-0.196747,other
-3.41918,5.19462,0.996217,7.05205,12.4618,9.19307,-3.04509,7.62411,3.02502,9.832,0.505,-0.168303,other
-3.41918,6.30506,1.96184,7.05205,12.4618,9.06386,-3.04509,7.62411,2.43089,9.76348,0.505,-0.133055,other
-0.0620951,12.4258,3.41987,2.59245,11.1727,8.25266,-3.04509,6.6802,2.84165,9.71626,0.495,-0.159733,other
1.72755,12.4258,5.02142,-0.307651,9.68654,5.28373,1.36423,8.53165,4.94889,9.66074,0.485,-0.30078,other
1.73652,12.4258,5.61326,-0.307651,9.30347,2.62972,1.69403,8.53165,6.74223,9.57885,0.97,-0.411854,other
4.11304,7.9566,5.74846,0.185099,2.6318,1.83176,6.01058,8.11312,7.2175,9.46968,0.495,-0.434297,other
4.23425,7.9566,5.78678,0.738904,2.74327,1.97638,6.01058,8.11312,7.16162,9.47101,0.495,-0.431115,other
4.66192,7.9566,6.10718,1.1305,2.74327,1.94678,6.01058,7.79439,6.95321,9.49551,0.49,-0.423005,other
4.66192,6.97828,6.1153,1.1305,2.66906,1.77172,6.54164,7.79439,6.99094,9.47683,0.99,-0.421126,other
5.87995,6.92949,6.22084,1.42619,2.66906,1.87163,6.54164,7.09843,6.87449,9.4628,1.96,-0.418521,other
5.93037,6.70115,6.20007,1.42619,2.66906,1.88064,6.54164,7.07659,6.88977,9.46053,1.94,-0.423834,other
6.02196,6.35789,6.17347,1.7452,2.03999,1.85839,6.76579,7.01344,6.914,9.45394,0.485,-0.425411,other
6.06011,6.39485,6.20656,1.7452,2.05974,1.885,6.76579,6.97544,6.88557,9.46014,0.49,-0.419345,other
6.0221,6.39485,6.18571,1.73937,2.05974,1.86766,6.76579,7.08961,6.90723,9.45912,0.505,-0.408154,other
6.01163,6.39485,6.15796,1.73937,2.05974,1.84564,6.82101,7.08961,6.93559,9.45724,0.505,-0.409834,other
6.01163,6.35773,6.17145,1.78875,1.97714,1.84838,6.81458,7.08961,6.92481,9.45863,2.525,-0.409195,other
5.96329,6.35773,6.19045,1.77648,1.97714,1.8507,6.81458,7.08886,6.90893,9.45986,3,-0.412359,other
5.96329,6.35773,6.19737,1.77648,1.90876,1.84918,6.81458,7.08886,6.90175,9.45875,3.465,-0.416097,other
6.13672,6.38706,6.22226,1.79698,1.9089,1.85752,6.77612,6.95643,6.88005,9.46071,0.495,-0.414794,other
6.03169,6.38706,6.23033,1.80641,1.91534,1.85872,6.7667,6.96556,6.87109,9.45988,2.94,-0.418478,other
6.03169,6.38706,6.23324,1.78666,1.91534,1.85373,6.7667,6.96556,6.86776,9.45839,2.94,-0.418277,other
6.11772,6.31958,6.23094,1.78666,1.89963,1.85161,6.79408,6.93788,6.86802,9.45645,3.29,-0.436111,other
5.93546,6.57651,6.23545,1.69313,2.10853,1.85644,6.69277,6.97408,6.86491,9.45876,2.35,-0.435874,other
5.93546,6.57651,6.24017,1.69313,2.10853,1.85797,6.69277,6.97408,6.86012,9.45888,2.94,-0.417772,other
5.98425,6.57651,6.24336,1.69313,2.10853,1.85786,6.69277,6.97513,6.86229,9.46268,3.03,-0.405482,other
6.05068,6.53116,6.23497,1.78711,1.93106,1.8533,6.70115,6.97513,6.86633,9.45884,2.475,-0.413941,other
6.05068,6.53116,6.23154,1.76855,1.93106,1.85151,6.70115,6.97513,6.86984,9.4588,2.45,-0.418372,other
6.07044,6.44363,6.22752,1.76855,1.9116,1.84514,6.73827,6.95673,6.87732,9.46013,2.45,-0.418837,other
6.07044,6.37719,6.22827,1.76855,1.90038,1.84507,6.79542,6.95673,6.8783,9.46112,2.525,-0.406466,other
