-1.51506294225,-1.25709183795,9.4544556288,-0.450146,-0.841311,0.122607,0,0,0,0,0,0,1461766086742,0,93.262426845,9.65724737412
-1.45940096445,-1.28492282685,9.4513175328,-0.514903,-0.84422,0.204196,0,0,0,0,0,0,1461766086752,10,93.1082809518,9.64926323363
-1.36602299535,-1.2424310457,9.5707220856,-0.593682,-0.839524,0.258127,0,0,0,0,0,0,1461766086762,20,95.0083749669,9.74722396208
-1.28492282685,-1.3070758233,9.62713916775,-0.695055,-0.834563,0.266424,0,0,0,0,0,0,1461766086772,30,96.041282434,9.80006543009
-1.30198622385,-1.3292190132,9.47645172045,-0.802996,-0.825105,0.2385,0,0,0,0,0,0,1461766086782,40,93.2651285222,9.65738725133
-1.27609693185,-1.22806444995,9.321125775,-0.90758,-0.859145,0.197097,0,0,0,0,0,0,1461766086792,50,90.0199513861,9.48788445261
-1.30887042195,-1.18287586755,9.2716026975,-0.992918,-0.912183,0.142914,0,0,0,0,0,0,1461766086802,60,89.0749536798,9.4379528331
-1.41899797845,-1.35166620615,9.14695164045,-1.043328,-0.918197,0.072003,0,0,0,0,0,0,1461766086812,70,87.5072811084,9.35453265045
-1.4353062711,-1.47720965925,9.0947317617,-1.050199,-0.874135,0.006641,0,0,0,0,0,0,1461766086822,80,86.9563982865,9.32504146299
-1.3901176887,-1.39999288455,9.16834953255,-1.005938,-0.800219,-0.047719,0,0,0,0,0,0,1461766086832,90,87.9510404162,9.378221602
-1.35451010565,-1.41046627995,9.2856652902,-0.902224,-0.674962,-0.117996,0,0,0,0,0,0,1461766086842,100,90.0476926348,9.48934627015
-1.24826594295,-1.4664322608,9.49471151655,-0.730298,-0.551459,-0.212298,0,0,0,0,0,0,1461766086852,110,93.8581382224,9.68804098992
-1.0501442133,-1.45490956455,9.99659113245,-0.518673,-0.479895,-0.314988,0,0,0,0,0,0,1461766086862,120,103.151398979,10.1563477185
-1.00615203,-1.5153669453,10.48095625,-0.297488,-0.395541,-0.416812,0,0,0,0,0,0,1461766086872,130,113.159122802,10.6376276867
-1.0639126095,-1.5964671138,10.5996253116,-0.113793,-0.277328,-0.510101,0,0,0,0,0,0,1461766086882,140,116.032674032,10.7718463613
-1.0670507055,-1.59018111525,10.4966761497,0.004922,-0.187991,-0.607884,0,0,0,0,0,0,1461766086892,150,113.847483379,10.6699336164
-0.98505814095,-1.5669886245,10.1785418612,0.031129,-0.183894,-0.722187,0,0,0,0,0,0,1461766086902,160,107.02850731,10.3454582938
