-8.44441039845,-2.38684562415,-4.7684545506,-3.233189,3.220354,-0.140604,0,0,0,0,0,0,1461724900370,0,99.7432578121,9.98715464044
-8.1442417095,-2.19575519085,-4.8006200346,-3.013541,2.827306,-0.117543,0,0,0,0,0,0,1461724900380,10,94.1959665975,9.7054606587
-8.30001875625,-1.99838856555,-5.7151985007,-2.769,2.560065,-0.126776,0,0,0,0,0,0,1461724900390,20,105.547362115,10.2736245851
-8.1782115987,-1.76210954985,-5.71624780155,-2.576584,2.271279,-0.119368,0,0,0,0,0,0,1461724900400,30,102.663663948,10.132307928
-8.1732690975,-1.986414768,-5.81560776615,-2.442956,2.009909,-0.103178,0,0,0,0,0,0,1461724900410,40,104.56946506,10.2259212328
-8.2202620851,-2.1535576062,-5.98559450385,-2.340349,1.74436,-0.110127,0,0,0,0,0,0,1461724900420,50,108.037860675,10.3941262584
-8.170425198,-2.32310304915,-6.56243538795,-2.225305,1.516424,-0.165495,0,0,0,0,0,0,1461724900430,60,115.218213914,10.7339747491
-7.87160981295,-2.50356318225,-7.1659206684,-2.083173,1.394159,-0.261513,0,0,0,0,0,0,1461724900440,70,119.580488681,10.9352864014
-7.6366742946,-2.4640525923,-7.58131631985,-1.92342,1.36885,-0.373508,0,0,0,0,0,0,1461724900450,80,121.866706601,11.0393254595
-7.4400529671,-2.2687845687,-7.77613324215,-1.778622,1.357231,-0.47271,0,0,0,0,0,0,1461724900460,90,120.970019772,10.9986371779
-7.1921041569,-2.0241307593,-7.8734044116,-1.65816,1.311419,-0.559662,0,0,0,0,0,0,1461724900470,100,117.813964563,10.8542141384
-6.8744307762,-1.8059546349,-7.96751787195,-1.56096,1.239841,-0.622725,0,0,0,0,0,0,1461724900480,110,114.00061168,10.6771068965
-6.6010437753,-1.5096791463,-8.16429610425,-1.468997,1.167015,-0.662283,0,0,0,0,0,0,1461724900490,120,112.508640926,10.6070090471
-6.27333829395,-1.22851555125,-8.31004105035,-1.377908,1.086456,-0.662329,0,0,0,0,0,0,1461724900500,130,109.920806069,10.4843123794
-5.9231954262,-0.9238554624,-8.39518151745,-1.286482,0.967323,-0.622586,0,0,0,0,0,0,1461724900510,140,106.416825683,10.3158531244
-5.57768125005,-0.50037921375,-8.5267167726,-1.183308,0.890393,-0.53005,0,0,0,0,0,0,1461724900520,150,104.065806405,10.2012649414
-5.2007468877,-0.2712883992,-8.68786780875,-1.085793,0.898382,-0.419068,0,0,0,0,0,0,1461724900530,160,102.600412648,10.1291861789
-5.04363615015,-0.31199538825,-8.7552093876,-1.020395,0.908572,-0.331274,0,0,0,0,0,0,1461724900540,170,102.189298158,10.1088722496
-5.0635336401,-0.4267614429,-8.7394992945,-0.984848,0.893315,-0.26643,0,0,0,0,0,0,1461724900550,180,102.200346172,10.1094186862
-5.24190497805,-0.44965973715,-8.61559353525,-0.96196,0.829256,-0.22021,0,0,0,0,0,0,1461724900560,190,101.908213643,10.0949598138
-5.40141832035,-0.43020354195,-8.5650211569,-0.923903,0.704711,-0.190607,0,0,0,0,0,0,1461724900570,200,102.719982377,10.1350866981
-5.466955494,-0.44830643325,-8.5448196639,-0.859071,0.547379,-0.175852,0,0,0,0,0,0,1461724900580,210,103.10252412,10.1539413097
-5.52576537435,-0.29612839035,-8.48287168755,-0.762,0.373918,-0.123927,0,0,0,0,0,0,1461724900590,220,102.580887063,10.1282223052
-5.39573052135,-0.2042508234,-8.43079890705,-0.652008,0.205559,-0.036991,0,0,0,0,0,0,1461724900600,230,100.233996469,10.0116929872
-5.1759167031,-0.14304814485,-8.73470389155,-0.448744,-0.010757,0.100736,0,0,0,0,0,0,1461724900620,250,103.105628562,10.1540941773
-5.1221964222,-0.2406135108,-8.7810986796,-0.365156,-0.071253,0.116557,0,0,0,0,0,0,1461724900630,260,103.40248507,10.1687012479
-5.1500274111,-0.2527344066,-8.76987017985,-0.294533,-0.122006,0.103625,0,0,0,0,0,0,1461724900640,270,103.497279987,10.1733612925
-5.27361936075,-0.24195700815,-8.8059288642,-0.231457,-0.167369,0.07792,0,0,0,0,0,0,1461724900650,280,105.413987517,10.2671314162
-5.4629151954,-0.2232559173,-8.835113157,-0.172658,-0.213786,0.049064,0,0,0,0,0,0,1461724900660,290,107.952510134,10.3900197369
-5.6454739302,-0.1340751516,-8.95527281415,-0.072867,-0.341021,0.034459,0,0,0,0,0,0,1461724900680,310,112.086263219,10.5870800138
