% Accelerometer data recorded with 'snsrlog'
% 
% Sampling frequency: 100 Hz
% 
% Label description:
% 	 0: Default Label
% 	 1: still_drop
% 	 2: walk_drop
% 	 3: other
% 	 4: dtw_same
% 	 5: dtw_diff
% 	 6: delete
% 	 7: steal
% 
% Column description:
% 	 1: Seconds.milliseconds since 1970
% 	 2: Number of skipped measurements
% 	 3: Acceleration value in x-direction
% 	 4: Acceleration value in y-direction
% 	 5: Acceleration value in z-direction
% 	 6: Label used for the current sample
% 
% 
1463623642.741	 0	 0.440460	 -0.246384	 -0.429672	 1
1463623642.751	 0	 0.429840	 -0.236771	 -0.461105	 1
1463623642.761	 0	 0.442810	 -0.219727	 -0.489380	 1
1463623642.771	 0	 0.441132	 -0.154861	 -0.494980	 1
1463623642.781	 0	 0.492767	 -0.155304	 -0.491501	 1
1463623642.791	 0	 0.581894	 -0.181763	 -0.539581	 1
1463623642.801	 0	 0.636124	 -0.173477	 -0.416428	 1
1463623642.811	 0	 0.609100	 -0.149063	 -0.343903	 1
1463623642.821	 0	 0.634048	 -0.083984	 -0.295593	 1
1463623642.831	 0	 0.752213	 0.052322	 -0.266510	 1
1463623642.841	 0	 0.867462	 0.178238	 -0.324127	 1
1463623642.851	 0	 0.911652	 0.206772	 -0.402618	 1
1463623642.861	 0	 0.954727	 0.197556	 -0.495316	 1
1463623642.871	 0	 1.002731	 0.208038	 -0.551331	 1
1463623642.881	 0	 1.039566	 0.250656	 -0.567352	 1
1463623642.891	 0	 1.072571	 0.315155	 -0.520874	 1
1463623642.901	 0	 1.101776	 0.385101	 -0.437119	 1
1463623642.911	 0	 1.118698	 0.452835	 -0.361282	 1
1463623642.921	 0	 1.160492	 0.477859	 -0.299210	 1
1463623642.931	 0	 1.261032	 0.473145	 -0.303177	 1
1463623642.941	 0	 1.321625	 0.471787	 -0.357300	 1
1463623642.951	 0	 1.425568	 0.543396	 -0.413910	 1
1463623642.961	 0	 1.491348	 0.655502	 -0.490219	 1
1463623642.971	 0	 1.528824	 0.713593	 -0.565887	 1
1463623642.981	 0	 1.547058	 0.709503	 -0.642548	 1
1463623642.991	 1	 1.547821	 0.633575	 -0.680176	 1
1463623643.011	 1	 1.545395	 0.558670	 -0.515076	 1
1463623643.021	 1	 1.530594	 0.605469	 -0.356094	 1
1463623643.031	 1	 1.515854	 0.646286	 -0.210861	 1
1463623643.041	 1	 1.543732	 0.630127	 -0.105377	 1
1463623643.051	 1	 1.544083	 0.631699	 -0.028076	 1
1463623643.061	 1	 1.546600	 0.616470	 -0.025925	 1
1463623643.071	 1	 1.604156	 0.618286	 -0.042862	 1
1463623643.081	 1	 1.660049	 0.630920	 -0.090424	 1
1463623643.091	 1	 1.687836	 0.609573	 -0.122711	 1
1463623643.101	 1	 1.691406	 0.573334	 -0.117950	 1
1463623643.111	 1	 1.685150	 0.527512	 -0.095184	 1
1463623643.121	 1	 1.688217	 0.469070	 -0.084076	 1
1463623643.131	 1	 1.647003	 0.428299	 0.006454	 1
1463623643.141	 1	 1.663818	 0.413208	 0.084366	 1
1463623643.151	 1	 1.605362	 0.416031	 0.150360	 1
1463623643.161	 1	 1.550903	 0.449982	 0.144501	 1
1463623643.171	 1	 1.472595	 0.475342	 0.113602	 1
1463623643.181	 1	 1.399445	 0.475037	 0.112518	 1
1463623643.191	 1	 1.331726	 0.436752	 0.142715	 1
1463623643.201	 1	 1.268509	 0.403091	 0.174911	 1
1463623643.211	 1	 1.201950	 0.401550	 0.210831	 1
1463623643.221	 1	 1.137817	 0.381821	 0.256958	 1
1463623643.231	 1	 1.071823	 0.347137	 0.273849	 1
1463623643.241	 1	 1.029266	 0.340408	 0.294647	 1
1463623643.251	 1	 0.981506	 0.365845	 0.307281	 1
1463623643.261	 1	 0.915878	 0.381592	 0.296921	 1
1463623643.271	 1	 0.867920	 0.405838	 0.297180	 1
1463623643.281	 1	 0.822479	 0.417206	 0.304230	 1
1463623643.291	 1	 0.774689	 0.400024	 0.305695	 1
1463623643.301	 1	 0.727783	 0.399414	 0.303436	 1
1463623643.311	 1	 0.692490	 0.457428	 0.302826	 1
1463623643.321	 1	 0.677124	 0.391678	 0.277634	 1
1463623643.331	 1	 0.625793	 0.373291	 0.239532	 1
1463623643.341	 1	 0.581863	 0.417221	 0.230377	 1
1463623643.351	 1	 0.557724	 0.425491	 0.197800	 1
1463623643.361	 1	 0.559219	 0.438492	 0.170959	 1
1463623643.371	 1	 0.569382	 0.456512	 0.150665	 1
1463623643.381	 1	 0.591309	 0.492477	 0.123459	 1
1463623643.391	 1	 0.645676	 0.483353	 0.088776	 1
1463623643.401	 1	 0.702225	 0.478027	 0.072327	 1
1463623643.411	 1	 0.786407	 0.466599	 0.061584	 1
1463623643.421	 1	 0.815063	 0.515350	 0.037750	 1
1463623643.431	 1	 0.877258	 0.465912	 0.013626	 1
1463623643.441	 1	 0.971130	 0.448929	 -0.040222	 1
1463623643.451	 1	 1.001282	 0.442963	 -0.095215	 1
1463623643.461	 1	 0.987701	 0.384583	 -0.104706	 1
1463623643.471	 1	 0.982941	 0.200623	 -0.178879	 1
1463623643.481	 1	 1.021667	 0.332230	 -0.211319	 1
1463623643.491	 1	 1.002090	 0.392914	 -0.273743	 1
1463623643.501	 1	 0.947388	 0.481720	 -0.287369	 1
1463623643.511	 1	 0.888199	 0.587082	 -0.283676	 1
1463623643.521	 1	 0.812271	 0.668991	 -0.254883	 1
1463623643.531	 1	 0.710587	 0.751434	 -0.116196	 1
1463623643.541	 1	 0.617554	 0.769531	 0.047318	 1
1463623643.551	 1	 0.592590	 0.745316	 0.168762	 1
1463623643.561	 1	 0.625793	 0.726456	 0.197021	 1
1463623643.571	 1	 0.659073	 0.690689	 0.169785	 1
1463623643.581	 1	 0.736374	 0.630447	 0.153946	 1
1463623643.591	 1	 0.770248	 0.543365	 0.144028	 1
1463623643.611	 1	 0.833267	 0.644531	 0.104309	 1
1463623643.621	 1	 0.870911	 0.736557	 0.109863	 1
1463623643.631	 1	 0.906616	 0.796387	 0.091431	 1
1463623643.601	 1	 0.773438	 0.566971	 0.126572	 1
1463623643.641	 1	 0.910690	 0.855835	 0.053802	 1
1463623643.651	 1	 0.879059	 0.893661	 0.072861	 1
1463623643.661	 1	 0.803238	 0.889938	 0.117722	 1
1463623643.681	 1	 0.638351	 0.874252	 0.202393	 1
1463623643.671	 1	 0.693863	 0.857132	 0.174561	 1
1463623643.691	 1	 0.568466	 0.839478	 0.230804	 1
1463623643.701	 1	 0.565643	 0.790817	 0.230591	 1
1463623643.711	 1	 0.564346	 0.748688	 0.200302	 1
1463623643.721	 1	 0.531342	 0.684280	 0.174911	 1
1463623643.731	 1	 0.521637	 0.641037	 0.147781	 1
1463623643.741	 1	 0.534760	 0.650085	 0.115967	 1
1463623643.751	 1	 0.545609	 0.683334	 0.095016	 1
1463623643.761	 1	 0.575439	 0.745209	 0.095901	 1
1463623643.771	 1	 0.588592	 0.742752	 0.154312	 1
1463623643.781	 1	 0.588867	 0.758118	 0.154297	 1
1463623643.791	 1	 0.588379	 0.761307	 0.161560	 1
1463623643.801	 1	 0.629333	 0.767960	 0.182053	 1
1463623643.811	 1	 0.664185	 0.778854	 0.175323	 1
1463623643.821	 1	 0.659866	 0.772354	 0.124191	 1
1463623643.831	 1	 0.661606	 0.750748	 0.175385	 1
1463623643.841	 1	 0.632935	 0.720337	 0.201736	 1
1463623643.851	 1	 0.589417	 0.698380	 0.162140	 1
1463623643.861	 1	 0.545410	 0.671570	 0.127213	 1
1463623643.871	 1	 0.475571	 0.634750	 0.126755	 1
1463623643.881	 1	 0.170822	 0.545273	 0.094727	 1
1463623643.891	 1	 0.056824	 0.544357	 0.006775	 1
1463623643.901	 1	 0.187988	 0.646729	 0.003891	 1
1463623643.911	 1	 0.264740	 0.726562	 0.038055	 1
1463623643.921	 1	 0.274902	 0.750061	 0.038727	 1
1463623643.931	 1	 0.287674	 0.771042	 0.002823	 1
1463623643.941	 1	 0.284973	 0.789444	 -0.026108	 1
1463623643.951	 1	 0.280579	 0.804352	 -0.028549	 1
1463623643.961	 1	 0.237152	 0.818909	 0.020081	 1
1463623643.971	 1	 0.167282	 0.820068	 0.109421	 1
1463623643.981	 1	 0.096481	 0.809662	 0.180573	 1
1463623643.991	 1	 0.030716	 0.782776	 0.178314	 1
1463623644.001	 1	 0.013458	 0.759354	 0.210114	 1
1463623644.011	 1	 0.027451	 0.834976	 0.270477	 1
1463623644.021	 1	 0.068634	 1.035248	 0.244461	 1
1463623644.031	 1	 0.064102	 1.282700	 0.193008	 1
1463623644.041	 1	 0.047379	 1.949966	 0.079132	 1
1463623644.051	 1	 0.013351	 2.213562	 0.088257	 1
1463623644.061	 1	 -0.090027	 2.293793	 0.097626	 1
1463623644.071	 1	 -0.157532	 2.017487	 0.043243	 1
1463623644.081	 1	 -0.093628	 1.478546	 0.041016	 1
1463623644.091	 2	 -0.082672	 1.205872	 0.122467	 1
