% Compass data recorded with 'snsrlog'
% 
% 
% Label description:
% 	 0: Default Label
% 	 1: still_drop
% 	 2: walk_drop
% 	 3: other
% 	 4: dtw_same
% 	 5: dtw_diff
% 	 6: delete
% 
% Column description:
% 	 1: Seconds.milliseconds since 1970
% 	 2: Magnetic heading in degrees starting at due north and continuing clockwise (e.g. east = 90) - negative values indicate invalid values
% 		 NOTE: True heading only provides valid values when GPS is activated at same time!
% 	 3: True heading in degrees starting at due north and continuing clockwise (e.g. east = 90) - negative values indicate invalid values
% 	 4: Error likelihood - negative values indicate invalid values
% 	 5: Geomagnetic data for the x-axis measured in microteslas
% 	 6: Geomagnetic data for the y-axis measured in microteslas
% 	 7: Geomagnetic data for the z-axis measured in microteslas
% 	 8: Label used for the current sample
% 
% 
1462073434.607	 0.000000	 0.000000	 -1.000000	 -1.421231	 0.000000	 1.805471	 2
1462073435.261	 123.433014	 -1.000000	 25.000000	 -24.028324	 41.015381	 -10.571526	 2
1462073435.281	 123.749069	 -1.000000	 25.000000	 -24.513893	 40.462265	 -12.041122	 2
1462073435.302	 126.674881	 -1.000000	 25.000000	 -23.958954	 39.978287	 -13.443916	 2
1462073435.322	 129.583694	 -1.000000	 25.000000	 -23.820221	 39.563446	 -14.379112	 2
1462073435.342	 130.237381	 -1.000000	 25.000000	 -22.953129	 39.805435	 -14.813309	 2
1462073435.363	 128.169113	 -1.000000	 25.000000	 -22.259460	 40.082016	 -14.813309	 2
1462073435.385	 132.673157	 -1.000000	 25.000000	 -21.357689	 40.496841	 -14.746498	 2
1462073435.414	 133.196716	 -1.000000	 25.000000	 -21.080223	 41.119095	 -14.212097	 2
1462073435.426	 133.745422	 -1.000000	 25.000000	 -20.906807	 41.361084	 -13.377106	 2
1462073435.443	 132.594238	 -1.000000	 25.000000	 -21.808575	 41.222809	 -12.909508	 2
1462073435.463	 130.244629	 -1.000000	 25.000000	 -22.814404	 41.119095	 -11.606915	 2
1462073435.483	 127.673691	 -1.000000	 25.000000	 -24.028324	 40.600540	 -10.170723	 2
1462073435.505	 124.862099	 -1.000000	 25.000000	 -25.316044	 39.979706	 -8.195114	 2
1462073435.534	 125.124474	 -1.000000	 25.000000	 -26.529942	 39.668564	 -7.026115	 2
1462073435.545	 125.459030	 -1.000000	 25.000000	 -27.154232	 39.253738	 -6.358120	 2
1462073435.565	 125.266174	 -1.000000	 25.000000	 -27.501060	 38.562347	 -6.825714	 2
1462073435.594	 124.158447	 -1.000000	 25.000000	 -27.466377	 38.527786	 -7.927914	 2
1462073435.605	 122.274635	 -1.000000	 25.000000	 -26.911457	 38.389481	 -9.263908	 2
1462073435.625	 119.908722	 -1.000000	 25.000000	 -27.397018	 37.767242	 -10.533112	 2
1462073435.654	 117.630051	 -1.000000	 25.000000	 -27.778526	 37.248688	 -11.702103	 2
1462073435.665	 115.275551	 -1.000000	 25.000000	 -28.610912	 36.626434	 -12.169701	 2
1462073435.685	 111.514793	 -1.000000	 25.000000	 -29.824814	 35.762207	 -12.136299	 2
1462073435.714	 110.807884	 -1.000000	 25.000000	 -31.246803	 34.552261	 -12.236504	 2
1462073435.725	 109.077972	 -1.000000	 25.000000	 -32.079193	 33.860878	 -12.370098	 2
1462073435.745	 105.163185	 -1.000000	 25.000000	 -33.466503	 32.754654	 -11.835693	 2
1462073435.773	 104.235443	 -1.000000	 25.000000	 -34.506985	 31.855850	 -11.167702	 2
1462073435.788	 100.448509	 -1.000000	 25.000000	 -35.790249	 31.268173	 -10.132301	 2
1462073435.806	 98.560753	 -1.000000	 25.000000	 -36.657322	 30.749619	 -9.163704	 2
1462073435.832	 97.977829	 -1.000000	 25.000000	 -37.524391	 30.300217	 -8.462303	 2
1462073435.846	 96.890198	 -1.000000	 25.000000	 -37.905899	 30.265648	 -7.694107	 2
1462073435.866	 96.332886	 -1.000000	 25.000000	 -38.668922	 30.058235	 -6.959305	 2
1462073435.892	 95.734390	 -1.000000	 25.000000	 -38.530193	 29.574249	 -6.090912	 2
1462073435.907	 94.699089	 -1.000000	 25.000000	 -38.877018	 29.505119	 -4.153713	 2
1462073435.935	 92.457542	 -1.000000	 25.000000	 -39.258533	 29.608826	 -1.648716	 2
1462073435.956	 90.032082	 -1.000000	 25.000000	 -39.501308	 29.781670	 0.789482	 2
1462073435.981	 89.171112	 -1.000000	 25.000000	 -39.119801	 30.507637	 2.158878	 2
1462073435.996	 89.843193	 -1.000000	 25.000000	 -38.807652	 31.855850	 3.327877	 2
1462073436.016	 91.555344	 -1.000000	 25.000000	 -38.183361	 32.754654	 3.995876	 2
1462073436.045	 93.973145	 -1.000000	 25.000000	 -36.900097	 33.688034	 3.895676	 2
1462073436.057	 96.699379	 -1.000000	 25.000000	 -35.998348	 34.863403	 4.029274	 2
1462073436.077	 99.042664	 -1.000000	 25.000000	 -34.957863	 35.831345	 4.897671	 2
1462073436.097	 98.726807	 -1.000000	 25.000000	 -34.402939	 36.661026	 5.632469	 2
1462073436.120	 96.833282	 -1.000000	 25.000000	 -33.501186	 37.698105	 5.899673	 2
1462073436.139	 94.452599	 -1.000000	 25.000000	 -33.015625	 38.320358	 6.634472	 2
1462073436.159	 92.868805	 -1.000000	 25.000000	 -32.391335	 38.735184	 6.968475	 2
1462073436.178	 92.738762	 -1.000000	 25.000000	 -32.183239	 39.150040	 7.102074	 2
1462073436.201	 94.058167	 -1.000000	 25.000000	 -31.732365	 39.461166	 7.202274	 2
1462073436.218	 96.508148	 -1.000000	 25.000000	 -31.940460	 39.461166	 7.135471	 2
